Source,input,file,,,,,,,,,,,,,,,
,X_b,Y_b,Z_b,X_e,Y_e,Z_e,dCL,sigmaz0,#lanes,Emis,Hw1,dw1,Hw2,dw2,Depth,Wtop,Wbottom
A22,700735.29,5173358.32,1,700672.98,5173280.2,1,0,0,4,1,0,0,0,0,0,0,0
A22,700672.98,5173280.2,1,700622.54,5173193.94,1,0,0,4,1,0,0,0,0,0,0,0
A22,700622.54,5173193.94,1,700585.03,5173101.32,1,0,0,4,1,0,0,0,0,0,0,0
A22,700585.03,5173101.32,1,700559.26,5173004.73,1,0,0,4,1,0,0,0,0,0,0,0
A22,700559.26,5173004.73,1,700535.66,5172907.56,1,0,0,4,1,0,0,0,0,0,0,0
A22,700535.66,5172907.56,1,700511.22,5172810.6,1,0,0,4,1,0,0,0,0,0,0,0
A22,700511.22,5172810.6,1,700486.78,5172713.63,1,0,0,4,1,0,0,0,0,0,0,0
A22,700486.78,5172713.63,1,700458.38,5172617.79,1,0,0,4,1,0,0,0,0,0,0,0
A22,700458.38,5172617.79,1,700426.92,5172522.87,1,0,0,4,1,0,0,0,0,0,0,0
A22,700426.92,5172522.87,1,700394.92,5172428.13,1,0,0,4,1,0,0,0,0,0,0,0
A22,700394.92,5172428.13,1,700359.61,5172334.61,1,0,0,4,1,0,0,0,0,0,0,0
A22,700359.61,5172334.61,1,700318.34,5172243.52,1,0,0,4,1,0,0,0,0,0,0,0
A22,700318.34,5172243.52,1,700276.57,5172152.67,1,0,0,4,1,0,0,0,0,0,0,0
A22,700276.57,5172152.67,1,700234.8,5172061.81,1,0,0,4,1,0,0,0,0,0,0,0
A22,700234.8,5172061.81,1,700193.07,5171970.93,1,0,0,4,1,0,0,0,0,0,0,0
A22,700193.07,5171970.93,1,700151.41,5171880.02,1,0,0,4,1,0,0,0,0,0,0,0
A22,700151.41,5171880.02,1,700109.61,5171789.18,1,0,0,4,1,0,0,0,0,0,0,0
A22,700109.61,5171789.18,1,700068.01,5171698.24,1,0,0,4,1,0,0,0,0,0,0,0
A22,700068.01,5171698.24,1,700026.4,5171607.31,1,0,0,4,1,0,0,0,0,0,0,0
A22,700026.4,5171607.31,1,699985.04,5171516.26,1,0,0,4,1,0,0,0,0,0,0,0
A22,699985.04,5171516.26,1,699943.71,5171425.2,1,0,0,4,1,0,0,0,0,0,0,0
A22,699943.71,5171425.2,1,699902.13,5171334.26,1,0,0,4,1,0,0,0,0,0,0,0
A22,699902.13,5171334.26,1,699857.78,5171244.65,1,0,0,4,1,0,0,0,0,0,0,0
A22,699857.78,5171244.65,1,699808.02,5171157.96,1,0,0,4,1,0,0,0,0,0,0,0
A22,699808.02,5171157.96,1,699752.33,5171074.93,1,0,0,4,1,0,0,0,0,0,0,0
A22,699752.33,5171074.93,1,699697.02,5170991.62,1,0,0,4,1,0,0,0,0,0,0,0
A22,699697.02,5170991.62,1,699641.7,5170908.32,1,0,0,4,1,0,0,0,0,0,0,0
A22,699641.7,5170908.32,1,699586.38,5170825.01,1,0,0,4,1,0,0,0,0,0,0,0
A22,699586.38,5170825.01,1,699531.06,5170741.7,1,0,0,4,1,0,0,0,0,0,0,0
A22,699531.06,5170741.7,1,699475.73,5170658.41,1,0,0,4,1,0,0,0,0,0,0,0
A22,699475.73,5170658.41,1,699417.98,5170576.83,1,0,0,4,1,0,0,0,0,0,0,0
A22,699417.98,5170576.83,1,699348.33,5170505.31,1,0,0,4,1,0,0,0,0,0,0,0
A22,699348.33,5170505.31,1,699265.42,5170449.68,1,0,0,4,1,0,0,0,0,0,0,0
A22,699265.42,5170449.68,1,699176.43,5170404.11,1,0,0,4,1,0,0,0,0,0,0,0
A22,699176.43,5170404.11,1,699090.86,5170352.6,1,0,0,4,1,0,0,0,0,0,0,0
A22,699090.86,5170352.6,1,699014.93,5170287.67,1,0,0,4,1,0,0,0,0,0,0,0
A22,699014.93,5170287.67,1,698944.83,5170216.36,1,0,0,4,1,0,0,0,0,0,0,0
A22,698944.83,5170216.36,1,698871.86,5170148.04,1,0,0,4,1,0,0,0,0,0,0,0
A22,698871.86,5170148.04,1,698792.69,5170087.06,1,0,0,4,1,0,0,0,0,0,0,0
A22,698792.69,5170087.06,1,698708.05,5170033.89,1,0,0,4,1,0,0,0,0,0,0,0
A22,698708.05,5170033.89,1,698620.03,5169986.47,1,0,0,4,1,0,0,0,0,0,0,0
A22,698620.03,5169986.47,1,698531.62,5169939.75,1,0,0,4,1,0,0,0,0,0,0,0
A22,698531.62,5169939.75,1,698445.35,5169889.29,1,0,0,4,1,0,0,0,0,0,0,0
A22,698445.35,5169889.29,1,698364.49,5169830.63,1,0,0,4,1,0,0,0,0,0,0,0
A22,698364.49,5169830.63,1,698291.78,5169762.12,1,0,0,4,1,0,0,0,0,0,0,0
A22,698291.78,5169762.12,1,698230.49,5169683.24,1,0,0,4,2.5,0,0,0,0,0,0,0
A22,698230.49,5169683.24,1,698173.34,5169601.21,1,0,0,4,0,0,0,0,0,0,0,0
A22,698173.34,5169601.21,1,698121.26,5169515.88,1,0,0,4,0,0,0,0,0,0,0,0
A22,698121.26,5169515.88,1,698075.14,5169427.16,1,0,0,4,0,0,0,0,0,0,0,0
A22,698075.14,5169427.16,1,698028.65,5169338.64,1,0,0,4,2.5,0,0,0,0,0,0,0
A22,698028.65,5169338.64,1,697983.4,5169249.46,1,0,0,4,1,0,0,0,0,0,0,0
