Source,input,file,,,,,,,,,,,,,,,
,X_b,Y_b,Z_b,X_e,Y_e,Z_e,dCL,sigmaz0,#lanes,Emis,Hw1,dw1,Hw2,dw2,Depth,Wtop,Wbottom
A22,684751.29,5151846.26,1,684653.16,5151827.49,1,0,0,4,1,0,0,0,0,0,0,0
A22,684653.16,5151827.49,1,684557.31,5151799.12,1,0,0,4,1,0,0,0,0,0,0,0
A22,684557.31,5151799.12,1,684461.11,5151771.84,1,0,0,4,1,0,0,0,0,0,0,0
A22,684461.11,5151771.84,1,684364.9,5151744.56,1,0,0,4,1,0,0,0,0,0,0,0
A22,684364.9,5151744.56,1,684268.7,5151717.27,1,0,0,4,1,0,0,0,0,0,0,0
A22,684268.7,5151717.27,1,684172.35,5151690.48,1,0,0,4,1,0,0,0,0,0,0,0
A22,684172.35,5151690.48,1,684075.85,5151664.26,1,0,0,4,1,0,0,0,0,0,0,0
A22,684075.85,5151664.26,1,683979.42,5151637.77,1,0,0,4,1,0,0,0,0,0,0,0
A22,683979.42,5151637.77,1,683883,5151611.26,1,0,0,4,1,0,0,0,0,0,0,0
A22,683883,5151611.26,1,683784.3,5151596.64,1,0,0,4,2,0,0,0,0,0,0,0
A22,683784.3,5151596.64,1,683684.48,5151598.83,1,0,0,4,0,0,0,0,0,0,0,0
A22,683684.48,5151598.83,1,683585.22,5151610.95,1,0,0,4,0,0,0,0,0,0,0,0
A22,683585.22,5151610.95,1,683485.85,5151622.16,1,0,0,4,2,0,0,0,0,0,0,0
A22,683485.85,5151622.16,1,683386,5151625.23,1,0,0,4,1,0,0,0,0,0,0,0
A22,683386,5151625.23,1,683286.82,5151612.69,1,0,0,4,1,0,0,0,0,0,0,0
A22,683286.82,5151612.69,1,683188.16,5151596.63,1,0,0,4,1,0,0,0,0,0,0,0
A22,683188.16,5151596.63,1,683088.3,5151594,1,0,0,4,1,0,0,0,0,0,0,0
A22,683088.3,5151594,1,682989.05,5151605.8,1,0,0,4,1,0,0,0,0,0,0,0
A22,682989.05,5151605.8,1,682889.91,5151617.96,1,0,0,4,1,0,0,0,0,0,0,0
A22,682889.91,5151617.96,1,682789.91,5151618,1,0,0,4,1,0,0,0,0,0,0,0
A22,682789.91,5151618,1,682689.91,5151618,1,0,0,4,1,0,0,0,0,0,0,0
A22,682689.91,5151618,1,682589.91,5151618,1,0,0,4,1,0,0,0,0,0,0,0
A22,682589.91,5151618,1,682490.05,5151614.19,1,0,0,4,1,0,0,0,0,0,0,0
A22,682490.05,5151614.19,1,682391.5,5151598.72,1,0,0,4,1,0,0,0,0,0,0,0
A22,682391.5,5151598.72,1,682295.87,5151569.6,1,0,0,4,1,0,0,0,0,0,0,0
A22,682295.87,5151569.6,1,682200.54,5151539.43,1,0,0,4,1,0,0,0,0,0,0,0
A22,682200.54,5151539.43,1,682105.2,5151509.25,1,0,0,4,1,0,0,0,0,0,0,0
A22,682105.2,5151509.25,1,682009.86,5151479.07,1,0,0,4,1,0,0,0,0,0,0,0
A22,682009.86,5151479.07,1,681914.7,5151448.36,1,0,0,4,1,0,0,0,0,0,0,0
A22,681914.7,5151448.36,1,681821.46,5151412.22,1,0,0,4,1,0,0,0,0,0,0,0
A22,681821.46,5151412.22,1,681728.21,5151376.1,1,0,0,4,1,0,0,0,0,0,0,0
A22,681728.21,5151376.1,1,681633.28,5151344.95,1,0,0,4,1,0,0,0,0,0,0,0
A22,681633.28,5151344.95,1,681534.83,5151327.9,1,0,0,4,1,0,0,0,0,0,0,0
A22,681534.83,5151327.9,1,681435.17,5151323.83,1,0,0,4,1,0,0,0,0,0,0,0
A22,681435.17,5151323.83,1,681336.28,5151338.37,1,0,0,4,1,0,0,0,0,0,0,0
A22,681336.28,5151338.37,1,681237.79,5151355.61,1,0,0,4,1,0,0,0,0,0,0,0
A22,681237.79,5151355.61,1,681138.45,5151366.65,1,0,0,4,1,0,0,0,0,0,0,0
