Source,input,file,,,,,,,,,,,,,,,
,X_b,Y_b,Z_b,X_e,Y_e,Z_e,dCL,sigmaz0,#lanes,Emis,Hw1,dw1,Hw2,dw2,Depth,Wtop,Wbottom
A22,645959.56,4983498.49,1,645987.94,4983402.61,1,0,0,4,1,0,0,0,0,0,0,0
A22,645987.94,4983402.61,1,646016.41,4983306.75,1,0,0,4,1,0,0,0,0,0,0,0
A22,646016.41,4983306.75,1,646044.87,4983210.88,1,0,0,4,1,0,0,0,0,0,0,0
A22,646044.87,4983210.88,1,646073.34,4983115.02,1,0,0,4,1,0,0,0,0,0,0,0
A22,646073.34,4983115.02,1,646101.81,4983019.16,1,0,0,4,1,0,0,0,0,0,0,0
A22,646101.81,4983019.16,1,646130.28,4982923.3,1,0,0,4,1,0,0,0,0,0,0,0
A22,646130.28,4982923.3,1,646158.75,4982827.44,1,0,0,4,1,0,0,0,0,0,0,0
A22,646158.75,4982827.44,1,646187.22,4982731.57,1,0,0,4,1,0,0,0,0,0,0,0
A22,646187.22,4982731.57,1,646215.69,4982635.71,1,0,0,4,1,0,0,0,0,0,0,0
A22,646215.69,4982635.71,1,646243.78,4982539.74,1,0,0,4,1,0,0,0,0,0,0,0
A22,646243.78,4982539.74,1,646269.56,4982443.13,1,0,0,4,1,0,0,0,0,0,0,0
A22,646269.56,4982443.13,1,646292.31,4982345.76,1,0,0,4,1,0,0,0,0,0,0,0
A22,646292.31,4982345.76,1,646311.68,4982247.66,1,0,0,4,1,0,0,0,0,0,0,0
A22,646311.68,4982247.66,1,646328.58,4982149.1,1,0,0,4,1,0,0,0,0,0,0,0
A22,646328.58,4982149.1,1,646345.01,4982050.46,1,0,0,4,1,0,0,0,0,0,0,0
A22,646345.01,4982050.46,1,646361.44,4981951.82,1,0,0,4,1,0,0,0,0,0,0,0
A22,646361.44,4981951.82,1,646377.87,4981853.17,1,0,0,4,1,0,0,0,0,0,0,0
A22,646377.87,4981853.17,1,646394.45,4981754.56,1,0,0,4,1,0,0,0,0,0,0,0
A22,646394.45,4981754.56,1,646411.05,4981655.95,1,0,0,4,1,0,0,0,0,0,0,0
A22,646411.05,4981655.95,1,646427.65,4981557.33,1,0,0,4,1,0,0,0,0,0,0,0
A22,646427.65,4981557.33,1,646444.25,4981458.72,1,0,0,4,1,0,0,0,0,0,0,0
A22,646444.25,4981458.72,1,646460.85,4981360.11,1,0,0,4,1,0,0,0,0,0,0,0
A22,646460.85,4981360.11,1,646477.44,4981261.49,1,0,0,4,1,0,0,0,0,0,0,0
A22,646477.44,4981261.49,1,646493.92,4981162.86,1,0,0,4,1,0,0,0,0,0,0,0
A22,646493.92,4981162.86,1,646510.39,4981064.23,1,0,0,4,1,0,0,0,0,0,0,0
A22,646510.39,4981064.23,1,646527.01,4980965.63,1,0,0,4,1,0,0,0,0,0,0,0
A22,646527.01,4980965.63,1,646548.41,4980867.96,1,0,0,4,1,0,0,0,0,0,0,0
A22,646548.41,4980867.96,1,646575.85,4980771.82,1,0,0,4,1,0,0,0,0,0,0,0
A22,646575.85,4980771.82,1,646607.97,4980677.12,1,0,0,4,1,0,0,0,0,0,0,0
A22,646607.97,4980677.12,1,646640.1,4980582.42,1,0,0,4,1,0,0,0,0,0,0,0
A22,646640.1,4980582.42,1,646672.22,4980487.72,1,0,0,4,1,0,0,0,0,0,0,0
A22,646672.22,4980487.72,1,646704.34,4980393.02,1,0,0,4,1,0,0,0,0,0,0,0
A22,646704.34,4980393.02,1,646736.44,4980298.31,1,0,0,4,1,0,0,0,0,0,0,0
A22,646736.44,4980298.31,1,646768.26,4980203.51,1,0,0,4,1,0,0,0,0,0,0,0
A22,646768.26,4980203.51,1,646800.08,4980108.71,1,0,0,4,1,0,0,0,0,0,0,0
A22,646800.08,4980108.71,1,646831.92,4980013.91,1,0,0,4,1,0,0,0,0,0,0,0
A22,646831.92,4980013.91,1,646863.78,4979919.12,1,0,0,4,1,0,0,0,0,0,0,0
A22,646863.78,4979919.12,1,646895.65,4979824.34,1,0,0,4,1,0,0,0,0,0,0,0
A22,646895.65,4979824.34,1,646926.97,4979729.38,1,0,0,4,1,0,0,0,0,0,0,0
A22,646926.97,4979729.38,1,646954.71,4979633.31,1,0,0,4,1,0,0,0,0,0,0,0
A22,646954.71,4979633.31,1,646979.06,4979536.33,1,0,0,4,1,0,0,0,0,0,0,0
A22,646979.06,4979536.33,1,647000.4,4979438.64,1,0,0,4,1,0,0,0,0,0,0,0
A22,647000.4,4979438.64,1,647018.38,4979340.28,1,0,0,4,1,0,0,0,0,0,0,0
A22,647018.38,4979340.28,1,647033.11,4979241.38,1,0,0,4,1,0,0,0,0,0,0,0
A22,647033.11,4979241.38,1,647044.37,4979142.02,1,0,0,4,1,0,0,0,0,0,0,0
A22,647044.37,4979142.02,1,647053.77,4979042.46,1,0,0,4,1,0,0,0,0,0,0,0
