Source,input,file,,,,,,,,,,,,,,,
,X_b,Y_b,Z_b,X_e,Y_e,Z_e,dCL,sigmaz0,#lanes,Emis,Hw1,dw1,Hw2,dw2,Depth,Wtop,Wbottom
A22,690660.07,5208761.59,1,690621.16,5208669.48,1,0,0,4,1,0,0,0,0,0,0,0
A22,690621.16,5208669.48,1,690601.25,5208571.93,1,0,0,4,1,0,0,0,0,0,0,0
A22,690601.25,5208571.93,1,690601.15,5208472.06,1,0,0,4,4,0,0,0,0,0,0,0
A22,690601.15,5208472.06,1,690584.74,5208373.6,1,0,0,4,0,0,0,0,0,0,0,0
A22,690584.74,5208373.6,1,690552.25,5208279.24,1,0,0,4,0,0,0,0,0,0,0,0
A22,690552.25,5208279.24,1,690502.52,5208192.78,1,0,0,4,0,0,0,0,0,0,0,0
A22,690502.52,5208192.78,1,690437.9,5208116.68,1,0,0,4,0,0,0,0,0,0,0,0
A22,690437.9,5208116.68,1,690368.23,5208045.26,1,0,0,4,0,0,0,0,0,0,0,0
A22,690368.23,5208045.26,1,690314.68,5207960.88,1,0,0,4,0,0,0,0,0,0,0,0
A22,690314.68,5207960.88,1,690259.67,5207877.4,1,0,0,4,4,0,0,0,0,0,0,0
A22,690259.67,5207877.4,1,690211.06,5207790.22,1,0,0,4,1,0,0,0,0,0,0,0
A22,690211.06,5207790.22,1,690167.79,5207700.07,1,0,0,4,1,0,0,0,0,0,0,0
A22,690167.79,5207700.07,1,690124.53,5207609.91,1,0,0,4,1,0,0,0,0,0,0,0
A22,690124.53,5207609.91,1,690083.79,5207518.62,1,0,0,4,1,0,0,0,0,0,0,0
A22,690083.79,5207518.62,1,690051.35,5207424.06,1,0,0,4,1,0,0,0,0,0,0,0
A22,690051.35,5207424.06,1,690020.13,5207329.06,1,0,0,4,1,0,0,0,0,0,0,0
A22,690020.13,5207329.06,1,689988.35,5207234.24,1,0,0,4,1,0,0,0,0,0,0,0
A22,689988.35,5207234.24,1,689956.57,5207139.42,1,0,0,4,1,0,0,0,0,0,0,0
A22,689956.57,5207139.42,1,689924.37,5207044.75,1,0,0,4,1,0,0,0,0,0,0,0
A22,689924.37,5207044.75,1,689891.02,5206950.48,1,0,0,4,1,0,0,0,0,0,0,0
A22,689891.02,5206950.48,1,689857.73,5206856.18,1,0,0,4,1,0,0,0,0,0,0,0
A22,689857.73,5206856.18,1,689824.47,5206761.87,1,0,0,4,1,0,0,0,0,0,0,0
A22,689824.47,5206761.87,1,689791.19,5206667.58,1,0,0,4,1,0,0,0,0,0,0,0
A22,689791.19,5206667.58,1,689757.17,5206573.54,1,0,0,4,1,0,0,0,0,0,0,0
A22,689757.17,5206573.54,1,689718.91,5206481.19,1,0,0,4,1,0,0,0,0,0,0,0
A22,689718.91,5206481.19,1,689673.07,5206392.35,1,0,0,4,1,0,0,0,0,0,0,0
A22,689673.07,5206392.35,1,689619.86,5206307.72,1,0,0,4,1,0,0,0,0,0,0,0
A22,689619.86,5206307.72,1,689559.71,5206227.87,1,0,0,4,1,0,0,0,0,0,0,0
A22,689559.71,5206227.87,1,689493.11,5206153.32,1,0,0,4,1,0,0,0,0,0,0,0
