Source,input,file,,,,,,,,,,,,,,,
,X_b,Y_b,Z_b,X_e,Y_e,Z_e,dCL,sigmaz0,#lanes,Emis,Hw1,dw1,Hw2,dw2,Depth,Wtop,Wbottom
A22,675238.05,5133812.91,1,675217.39,5133715.07,1,0,0,4,1,0,0,0,0,0,0,0
A22,675217.39,5133715.07,1,675196.73,5133617.22,1,0,0,4,1,0,0,0,0,0,0,0
A22,675196.73,5133617.22,1,675175.08,5133519.6,1,0,0,4,1,0,0,0,0,0,0,0
A22,675175.08,5133519.6,1,675148.27,5133423.28,1,0,0,4,1,0,0,0,0,0,0,0
A22,675148.27,5133423.28,1,675114.04,5133329.36,1,0,0,4,1,0,0,0,0,0,0,0
A22,675114.04,5133329.36,1,675073.14,5133238.11,1,0,0,4,1,0,0,0,0,0,0,0
A22,675073.14,5133238.11,1,675030.5,5133147.66,1,0,0,4,1,0,0,0,0,0,0,0
A22,675030.5,5133147.66,1,674987.04,5133057.6,1,0,0,4,1,0,0,0,0,0,0,0
A22,674987.04,5133057.6,1,674943.57,5132967.54,1,0,0,4,1,0,0,0,0,0,0,0
A22,674943.57,5132967.54,1,674900.11,5132877.48,1,0,0,4,1,0,0,0,0,0,0,0
A22,674900.11,5132877.48,1,674856.65,5132787.42,1,0,0,4,1,0,0,0,0,0,0,0
A22,674856.65,5132787.42,1,674813.19,5132697.36,1,0,0,4,1,0,0,0,0,0,0,0
A22,674813.19,5132697.36,1,674769.72,5132607.3,1,0,0,4,1,0,0,0,0,0,0,0
A22,674769.72,5132607.3,1,674724.78,5132517.98,1,0,0,4,1,0,0,0,0,0,0,0
A22,674724.78,5132517.98,1,674676.38,5132430.5,1,0,0,4,1,0,0,0,0,0,0,0
A22,674676.38,5132430.5,1,674623.92,5132345.39,1,0,0,4,1,0,0,0,0,0,0,0
A22,674623.92,5132345.39,1,674567.04,5132263.17,1,0,0,4,1,0,0,0,0,0,0,0
A22,674567.04,5132263.17,1,674506.56,5132183.54,1,0,0,4,1,0,0,0,0,0,0,0
A22,674506.56,5132183.54,1,674442.26,5132106.97,1,0,0,4,1,0,0,0,0,0,0,0
A22,674442.26,5132106.97,1,674375.53,5132032.49,1,0,0,4,1,0,0,0,0,0,0,0
A22,674375.53,5132032.49,1,674309.27,5131957.6,1,0,0,4,1,0,0,0,0,0,0,0
A22,674309.27,5131957.6,1,674243.0,5131882.71,1,0,0,4,1,0,0,0,0,0,0,0
A22,674243.0,5131882.71,1,674176.74,5131807.82,1,0,0,4,1,0,0,0,0,0,0,0
A22,674176.74,5131807.82,1,674110.47,5131732.92,1,0,0,4,1,0,0,0,0,0,0,0
A22,674110.47,5131732.92,1,674044.31,5131657.94,1,0,0,4,1,0,0,0,0,0,0,0
A22,674044.31,5131657.94,1,673978.62,5131582.55,1,0,0,4,1,0,0,0,0,0,0,0
A22,673978.62,5131582.55,1,673915.68,5131504.86,1,0,0,4,1,0,0,0,0,0,0,0
A22,673915.68,5131504.86,1,673856.08,5131424.57,1,0,0,4,1,0,0,0,0,0,0,0
A22,673856.08,5131424.57,1,673799.31,5131342.25,1,0,0,4,1,0,0,0,0,0,0,0
A22,673799.31,5131342.25,1,673746.15,5131257.57,1,0,0,4,1,0,0,0,0,0,0,0
A22,673746.15,5131257.57,1,673696.86,5131170.58,1,0,0,4,1,0,0,0,0,0,0,0
A22,673696.86,5131170.58,1,673648.79,5131082.89,1,0,0,4,1,0,0,0,0,0,0,0
A22,673648.79,5131082.89,1,673601.36,5130994.85,1,0,0,4,1,0,0,0,0,0,0,0
A22,673601.36,5130994.85,1,673553.92,5130906.82,1,0,0,4,1,0,0,0,0,0,0,0
A22,673553.92,5130906.82,1,673506.49,5130818.78,1,0,0,4,1,0,0,0,0,0,0,0
A22,673506.49,5130818.78,1,673459.06,5130730.75,1,0,0,4,1,0,0,0,0,0,0,0
A22,673459.06,5130730.75,1,673411.63,5130642.71,1,0,0,4,1,0,0,0,0,0,0,0
A22,673411.63,5130642.71,1,673364.2,5130554.68,1,0,0,4,1,0,0,0,0,0,0,0
A22,673364.2,5130554.68,1,673316.77,5130466.64,1,0,0,4,1,0,0,0,0,0,0,0
A22,673316.77,5130466.64,1,673269.34,5130378.61,1,0,0,4,1,0,0,0,0,0,0,0
A22,673269.34,5130378.61,1,673221.9,5130290.57,1,0,0,4,1,0,0,0,0,0,0,0
A22,673221.9,5130290.57,1,673174.47,5130202.53,1,0,0,4,1,0,0,0,0,0,0,0
A22,673174.47,5130202.53,1,673127.04,5130114.5,1,0,0,4,1,0,0,0,0,0,0,0
A22,673127.04,5130114.5,1,673079.61,5130026.46,1,0,0,4,1,0,0,0,0,0,0,0
A22,673079.61,5130026.46,1,673032.18,5129938.43,1,0,0,4,1,0,0,0,0,0,0,0
A22,673032.18,5129938.43,1,672984.75,5129850.39,1,0,0,4,1,0,0,0,0,0,0,0
A22,672984.75,5129850.39,1,672937.32,5129762.36,1,0,0,4,1,0,0,0,0,0,0,0
A22,672937.32,5129762.36,1,672889.88,5129674.32,1,0,0,4,1,0,0,0,0,0,0,0
A22,672889.88,5129674.32,1,672842.45,5129586.29,1,0,0,4,1,0,0,0,0,0,0,0
A22,672842.45,5129586.29,1,672795.02,5129498.25,1,0,0,4,1,0,0,0,0,0,0,0
A22,672795.02,5129498.25,1,672747.59,5129410.21,1,0,0,4,1,0,0,0,0,0,0,0
A22,672747.59,5129410.21,1,672700.16,5129322.18,1,0,0,4,1,0,0,0,0,0,0,0
A22,672700.16,5129322.18,1,672652.73,5129234.14,1,0,0,4,1,0,0,0,0,0,0,0
A22,672652.73,5129234.14,1,672605.29,5129146.11,1,0,0,4,1,0,0,0,0,0,0,0
A22,672605.29,5129146.11,1,672558.02,5129057.99,1,0,0,4,1,0,0,0,0,0,0,0
A22,672558.02,5129057.99,1,672512.98,5128968.72,1,0,0,4,1,0,0,0,0,0,0,0
A22,672512.98,5128968.72,1,672470.95,5128877.98,1,0,0,4,1,0,0,0,0,0,0,0
A22,672470.95,5128877.98,1,672432.21,5128785.8,1,0,0,4,1,0,0,0,0,0,0,0
A22,672432.21,5128785.8,1,672396.05,5128692.58,1,0,0,4,1,0,0,0,0,0,0,0
A22,672396.05,5128692.58,1,672363.36,5128598.08,1,0,0,4,1,0,0,0,0,0,0,0
A22,672363.36,5128598.08,1,672333.84,5128502.54,1,0,0,4,1,0,0,0,0,0,0,0
A22,672333.84,5128502.54,1,672307.7,5128406.02,1,0,0,4,1,0,0,0,0,0,0,0
