Source,input,file,,,,,,,,,,,,,,,
,X_b,Y_b,Z_b,X_e,Y_e,Z_e,dCL,sigmaz0,#lanes,Emis,Hw1,dw1,Hw2,dw2,Depth,Wtop,Wbottom
A22,645993.91,4994735.71,1,645971.38,4994638.28,1,0,0,4,1,0,0,0,0,0,0,0
A22,645971.38,4994638.28,1,645946.54,4994541.42,1,0,0,4,1,0,0,0,0,0,0,0
A22,645946.54,4994541.42,1,645918.5,4994445.44,1,0,0,4,1,0,0,0,0,0,0,0
A22,645918.5,4994445.44,1,645887.79,4994350.28,1,0,0,4,1,0,0,0,0,0,0,0
A22,645887.79,4994350.28,1,645855.79,4994255.53,1,0,0,4,1,0,0,0,0,0,0,0
A22,645855.79,4994255.53,1,645823.79,4994160.79,1,0,0,4,1,0,0,0,0,0,0,0
A22,645823.79,4994160.79,1,645791.79,4994066.05,1,0,0,4,1,0,0,0,0,0,0,0
A22,645791.79,4994066.05,1,645759.79,4993971.31,1,0,0,4,1,0,0,0,0,0,0,0
A22,645759.79,4993971.31,1,645727.79,4993876.57,1,0,0,4,1,0,0,0,0,0,0,0
A22,645727.79,4993876.57,1,645695.78,4993781.83,1,0,0,4,1,0,0,0,0,0,0,0
A22,645695.78,4993781.83,1,645663.64,4993687.13,1,0,0,4,1,0,0,0,0,0,0,0
A22,645663.64,4993687.13,1,645631.51,4993592.44,1,0,0,4,1,0,0,0,0,0,0,0
A22,645631.51,4993592.44,1,645599.37,4993497.74,1,0,0,4,1,0,0,0,0,0,0,0
A22,645599.37,4993497.74,1,645567.24,4993403.04,1,0,0,4,1,0,0,0,0,0,0,0
A22,645567.24,4993403.04,1,645535.1,4993308.35,1,0,0,4,1,0,0,0,0,0,0,0
A22,645535.1,4993308.35,1,645502.97,4993213.65,1,0,0,4,1,0,0,0,0,0,0,0
A22,645502.97,4993213.65,1,645470.83,4993118.96,1,0,0,4,1,0,0,0,0,0,0,0
A22,645470.83,4993118.96,1,645438.7,4993024.26,1,0,0,4,1,0,0,0,0,0,0,0
A22,645438.7,4993024.26,1,645406.56,4992929.56,1,0,0,4,1,0,0,0,0,0,0,0
A22,645406.56,4992929.56,1,645374.47,4992834.85,1,0,0,4,1,0,0,0,0,0,0,0
A22,645374.47,4992834.85,1,645343.06,4992739.91,1,0,0,4,1,0,0,0,0,0,0,0
A22,645343.06,4992739.91,1,645311.82,4992644.92,1,0,0,4,1,0,0,0,0,0,0,0
A22,645311.82,4992644.92,1,645281.55,4992549.62,1,0,0,4,1,0,0,0,0,0,0,0
A22,645281.55,4992549.62,1,645252.08,4992454.06,1,0,0,4,1,0,0,0,0,0,0,0
A22,645252.08,4992454.06,1,645223.19,4992358.32,1,0,0,4,1,0,0,0,0,0,0,0
A22,645223.19,4992358.32,1,645194.11,4992262.64,1,0,0,4,1,0,0,0,0,0,0,0
A22,645194.11,4992262.64,1,645165.03,4992166.97,1,0,0,4,1,0,0,0,0,0,0,0
A22,645165.03,4992166.97,1,645135.95,4992071.29,1,0,0,4,1,0,0,0,0,0,0,0
A22,645135.95,4992071.29,1,645106.87,4991975.61,1,0,0,4,1,0,0,0,0,0,0,0
A22,645106.87,4991975.61,1,645077.82,4991879.92,1,0,0,4,1,0,0,0,0,0,0,0
A22,645077.82,4991879.92,1,645049.12,4991784.13,1,0,0,4,1,0,0,0,0,0,0,0
A22,645049.12,4991784.13,1,645021.67,4991687.98,1,0,0,4,1,0,0,0,0,0,0,0
A22,645021.67,4991687.98,1,644998.81,4991590.66,1,0,0,4,1,0,0,0,0,0,0,0
A22,644998.81,4991590.66,1,644983.99,4991491.8,1,0,0,4,1,0,0,0,0,0,0,0
A22,644983.99,4991491.8,1,644977.36,4991392.05,1,0,0,4,1,0,0,0,0,0,0,0
A22,644977.36,4991392.05,1,644979.0,4991292.1,1,0,0,4,1,0,0,0,0,0,0,0
A22,644979.0,4991292.1,1,644989.01,4991192.64,1,0,0,4,1,0,0,0,0,0,0,0
A22,644989.01,4991192.64,1,645007.12,4991094.33,1,0,0,4,1,0,0,0,0,0,0,0
A22,645007.12,4991094.33,1,645033.41,4990997.87,1,0,0,4,1,0,0,0,0,0,0,0
A22,645033.41,4990997.87,1,645067.46,4990903.88,1,0,0,4,1,0,0,0,0,0,0,0
A22,645067.46,4990903.88,1,645109.49,4990813.17,1,0,0,4,1,0,0,0,0,0,0,0
A22,645109.49,4990813.17,1,645158.7,4990726.15,1,0,0,4,1,0,0,0,0,0,0,0
A22,645158.7,4990726.15,1,645213.43,4990642.48,1,0,0,4,1,0,0,0,0,0,0,0
A22,645213.43,4990642.48,1,645271.46,4990561.04,1,0,0,4,1,0,0,0,0,0,0,0
A22,645271.46,4990561.04,1,645329.44,4990479.56,1,0,0,4,1,0,0,0,0,0,0,0
A22,645329.44,4990479.56,1,645387.42,4990398.08,1,0,0,4,1,0,0,0,0,0,0,0
A22,645387.42,4990398.08,1,645445.39,4990316.61,1,0,0,4,1,0,0,0,0,0,0,0
A22,645445.39,4990316.61,1,645503.37,4990235.13,1,0,0,4,1,0,0,0,0,0,0,0
A22,645503.37,4990235.13,1,645561.35,4990153.65,1,0,0,4,1,0,0,0,0,0,0,0
A22,645561.35,4990153.65,1,645619.32,4990072.17,1,0,0,4,1,0,0,0,0,0,0,0
A22,645619.32,4990072.17,1,645676.72,4989990.29,1,0,0,4,1,0,0,0,0,0,0,0
A22,645676.72,4989990.29,1,645733.23,4989907.78,1,0,0,4,1,0,0,0,0,0,0,0
A22,645733.23,4989907.78,1,645784.96,4989822.23,1,0,0,4,1,0,0,0,0,0,0,0
A22,645784.96,4989822.23,1,645831.61,4989733.78,1,0,0,4,1,0,0,0,0,0,0,0
A22,645831.61,4989733.78,1,645872.78,4989642.67,1,0,0,4,1,0,0,0,0,0,0,0
A22,645872.78,4989642.67,1,645908.8,4989549.41,1,0,0,4,1,0,0,0,0,0,0,0
A22,645908.8,4989549.41,1,645938.97,4989454.1,1,0,0,4,1,0,0,0,0,0,0,0
A22,645938.97,4989454.1,1,645963.68,4989357.21,1,0,0,4,1,0,0,0,0,0,0,0
A22,645963.68,4989357.21,1,645982.41,4989259.0,1,0,0,4,1,0,0,0,0,0,0,0
A22,645982.41,4989259.0,1,645995.56,4989159.89,1,0,0,4,1,0,0,0,0,0,0,0
A22,645995.56,4989159.89,1,646002.25,4989060.14,1,0,0,4,1,0,0,0,0,0,0,0
A22,646002.25,4989060.14,1,646006.02,4988960.21,1,0,0,4,1,0,0,0,0,0,0,0
A22,646006.02,4988960.21,1,646008.4,4988860.24,1,0,0,4,1,0,0,0,0,0,0,0
A22,646008.4,4988860.24,1,646010.76,4988760.27,1,0,0,4,1,0,0,0,0,0,0,0
A22,646010.76,4988760.27,1,646013.11,4988660.3,1,0,0,4,1,0,0,0,0,0,0,0
A22,646013.11,4988660.3,1,646015.47,4988560.32,1,0,0,4,1,0,0,0,0,0,0,0
A22,646015.47,4988560.32,1,646017.83,4988460.35,1,0,0,4,1,0,0,0,0,0,0,0
A22,646017.83,4988460.35,1,646020.18,4988360.38,1,0,0,4,1,0,0,0,0,0,0,0
A22,646020.18,4988360.38,1,646022.54,4988260.41,1,0,0,4,1,0,0,0,0,0,0,0
A22,646022.54,4988260.41,1,646024.89,4988160.44,1,0,0,4,1,0,0,0,0,0,0,0
A22,646024.89,4988160.44,1,646027.25,4988060.46,1,0,0,4,1,0,0,0,0,0,0,0
A22,646027.25,4988060.46,1,646029.6,4987960.49,1,0,0,4,1,0,0,0,0,0,0,0
A22,646029.6,4987960.49,1,646031.96,4987860.52,1,0,0,4,1,0,0,0,0,0,0,0
A22,646031.96,4987860.52,1,646034.32,4987760.55,1,0,0,4,1,0,0,0,0,0,0,0
A22,646034.32,4987760.55,1,646036.69,4987660.58,1,0,0,4,1,0,0,0,0,0,0,0
A22,646036.69,4987660.58,1,646039.07,4987560.6,1,0,0,4,1,0,0,0,0,0,0,0
A22,646039.07,4987560.6,1,646041.45,4987460.63,1,0,0,4,1,0,0,0,0,0,0,0
A22,646041.45,4987460.63,1,646043.83,4987360.66,1,0,0,4,1,0,0,0,0,0,0,0
A22,646043.83,4987360.66,1,646046.21,4987260.69,1,0,0,4,1,0,0,0,0,0,0,0
A22,646046.21,4987260.69,1,646048.59,4987160.72,1,0,0,4,1,0,0,0,0,0,0,0
