Source,input,file,,,,,,,,,,,,,,,
,X_b,Y_b,Z_b,X_e,Y_e,Z_e,dCL,sigmaz0,#lanes,Emis,Hw1,dw1,Hw2,dw2,Depth,Wtop,Wbottom
A22,649252.67,5032494.87,1,649287.8,5032401.25,1,0,0,4,1,0,0,0,0,0,0,0
A22,649287.8,5032401.25,1,649322.32,5032307.39,1,0,0,4,1,0,0,0,0,0,0,0
A22,649322.32,5032307.39,1,649356.84,5032213.54,1,0,0,4,1,0,0,0,0,0,0,0
A22,649356.84,5032213.54,1,649391.36,5032119.69,1,0,0,4,1,0,0,0,0,0,0,0
A22,649391.36,5032119.69,1,649425.88,5032025.83,1,0,0,4,1,0,0,0,0,0,0,0
A22,649425.88,5032025.83,1,649460.39,5031931.98,1,0,0,4,1,0,0,0,0,0,0,0
A22,649460.39,5031931.98,1,649494.9,5031838.12,1,0,0,4,1,0,0,0,0,0,0,0
A22,649494.9,5031838.12,1,649529.4,5031744.26,1,0,0,4,1,0,0,0,0,0,0,0
A22,649529.4,5031744.26,1,649563.91,5031650.4,1,0,0,4,1,0,0,0,0,0,0,0
A22,649563.91,5031650.4,1,649598.42,5031556.55,1,0,0,4,1,0,0,0,0,0,0,0
A22,649598.42,5031556.55,1,649632.94,5031462.7,1,0,0,4,1,0,0,0,0,0,0,0
A22,649632.94,5031462.7,1,649667.64,5031368.91,1,0,0,4,1,0,0,0,0,0,0,0
A22,649667.64,5031368.91,1,649701.57,5031274.84,1,0,0,4,1,0,0,0,0,0,0,0
A22,649701.57,5031274.84,1,649733.36,5031180.05,1,0,0,4,1,0,0,0,0,0,0,0
A22,649733.36,5031180.05,1,649757.98,5031083.15,1,0,0,4,1,0,0,0,0,0,0,0
A22,649757.98,5031083.15,1,649775.83,5030984.78,1,0,0,4,1,0,0,0,0,0,0,0
A22,649775.83,5030984.78,1,649786.49,5030885.38,1,0,0,4,1,0,0,0,0,0,0,0
A22,649786.49,5030885.38,1,649789.97,5030785.46,1,0,0,4,1,0,0,0,0,0,0,0
A22,649789.97,5030785.46,1,649786.34,5030685.55,1,0,0,4,1,0,0,0,0,0,0,0
A22,649786.34,5030685.55,1,649774.77,5030586.28,1,0,0,4,1,0,0,0,0,0,0,0
A22,649774.77,5030586.28,1,649758.42,5030487.62,1,0,0,4,1,0,0,0,0,0,0,0
A22,649758.42,5030487.62,1,649741.21,5030389.12,1,0,0,4,1,0,0,0,0,0,0,0
A22,649741.21,5030389.12,1,649723.99,5030290.61,1,0,0,4,1,0,0,0,0,0,0,0
A22,649723.99,5030290.61,1,649706.77,5030192.1,1,0,0,4,1,0,0,0,0,0,0,0
A22,649706.77,5030192.1,1,649689.55,5030093.6,1,0,0,4,1,0,0,0,0,0,0,0
