Source,input,file,,,,,,,,,,,,,,,
,X_b,Y_b,Z_b,X_e,Y_e,Z_e,dCL,sigmaz0,#lanes,Emis,Hw1,dw1,Hw2,dw2,Depth,Wtop,Wbottom
A22,645944.68,4958514.19,1,645935.94,4958414.57,1,0,0,4,1,0,0,0,0,0,0,0
A22,645935.94,4958414.57,1,645927.19,4958314.95,1,0,0,4,1,0,0,0,0,0,0,0
A22,645927.19,4958314.95,1,645919.41,4958215.26,1,0,0,4,1,0,0,0,0,0,0,0
A22,645919.41,4958215.26,1,645914.62,4958115.38,1,0,0,4,1,0,0,0,0,0,0,0
A22,645914.62,4958115.38,1,645913.08,4958015.4,1,0,0,4,1,0,0,0,0,0,0,0
A22,645913.08,4958015.4,1,645914.87,4957915.42,1,0,0,4,1,0,0,0,0,0,0,0
A22,645914.87,4957915.42,1,645919.93,4957815.55,1,0,0,4,1,0,0,0,0,0,0,0
A22,645919.93,4957815.55,1,645927.99,4957715.88,1,0,0,4,1,0,0,0,0,0,0,0
A22,645927.99,4957715.88,1,645936.32,4957616.23,1,0,0,4,1,0,0,0,0,0,0,0
A22,645936.32,4957616.23,1,645944.65,4957516.57,1,0,0,4,1,0,0,0,0,0,0,0
A22,645944.65,4957516.57,1,645952.98,4957416.92,1,0,0,4,1,0,0,0,0,0,0,0
A22,645952.98,4957416.92,1,645961.31,4957317.27,1,0,0,4,1,0,0,0,0,0,0,0
A22,645961.31,4957317.27,1,645969.64,4957217.62,1,0,0,4,1,0,0,0,0,0,0,0
A22,645969.64,4957217.62,1,645978.02,4957117.97,1,0,0,4,1,0,0,0,0,0,0,0
A22,645978.02,4957117.97,1,645986.59,4957018.34,1,0,0,4,1,0,0,0,0,0,0,0
A22,645986.59,4957018.34,1,645995.06,4956918.7,1,0,0,4,1,0,0,0,0,0,0,0
A22,645995.06,4956918.7,1,646002.84,4956819.0,1,0,0,4,1,0,0,0,0,0,0,0
A22,646002.84,4956819.0,1,646009.94,4956719.26,1,0,0,4,1,0,0,0,0,0,0,0
A22,646009.94,4956719.26,1,646015.96,4956619.44,1,0,0,4,1,0,0,0,0,0,0,0
A22,646015.96,4956619.44,1,646020.88,4956519.56,1,0,0,4,1,0,0,0,0,0,0,0
A22,646020.88,4956519.56,1,646025.18,4956419.65,1,0,0,4,1,0,0,0,0,0,0,0
A22,646025.18,4956419.65,1,646027.68,4956319.69,1,0,0,4,1,0,0,0,0,0,0,0
A22,646027.68,4956319.69,1,646030.02,4956219.72,1,0,0,4,1,0,0,0,0,0,0,0
A22,646030.02,4956219.72,1,646030.83,4956119.72,1,0,0,4,1,0,0,0,0,0,0,0
A22,646030.83,4956119.72,1,646030.9,4956019.72,1,0,0,4,1,0,0,0,0,0,0,0
A22,646030.9,4956019.72,1,646029.93,4955919.73,1,0,0,4,1,0,0,0,0,0,0,0
A22,646029.93,4955919.73,1,646028.19,4955819.74,1,0,0,4,1,0,0,0,0,0,0,0
A22,646028.19,4955819.74,1,646026.02,4955719.77,1,0,0,4,1,0,0,0,0,0,0,0
A22,646026.02,4955719.77,1,646023.85,4955619.79,1,0,0,4,1,0,0,0,0,0,0,0
A22,646023.85,4955619.79,1,646021.69,4955519.82,1,0,0,4,1,0,0,0,0,0,0,0
A22,646021.69,4955519.82,1,646019.52,4955419.84,1,0,0,4,1,0,0,0,0,0,0,0
A22,646019.52,4955419.84,1,646017.35,4955319.86,1,0,0,4,1,0,0,0,0,0,0,0
A22,646017.35,4955319.86,1,646015.18,4955219.89,1,0,0,4,1,0,0,0,0,0,0,0
A22,646015.18,4955219.89,1,646013.02,4955119.91,1,0,0,4,1,0,0,0,0,0,0,0
A22,646013.02,4955119.91,1,646010.85,4955019.93,1,0,0,4,1,0,0,0,0,0,0,0
A22,646010.85,4955019.93,1,646008.68,4954919.96,1,0,0,4,1,0,0,0,0,0,0,0
A22,646008.68,4954919.96,1,646006.54,4954819.98,1,0,0,4,1,0,0,0,0,0,0,0
A22,646006.54,4954819.98,1,646005.9,4954719.99,1,0,0,4,1,0,0,0,0,0,0,0
A22,646005.9,4954719.99,1,646008.67,4954620.03,1,0,0,4,1,0,0,0,0,0,0,0
A22,646008.67,4954620.03,1,646014.8,4954520.22,1,0,0,4,1,0,0,0,0,0,0,0
A22,646014.8,4954520.22,1,646024.07,4954420.66,1,0,0,4,1,0,0,0,0,0,0,0
A22,646024.07,4954420.66,1,646036.8,4954321.48,1,0,0,4,1,0,0,0,0,0,0,0
A22,646036.8,4954321.48,1,646052.75,4954222.77,1,0,0,4,1,0,0,0,0,0,0,0
A22,646052.75,4954222.77,1,646071.02,4954124.45,1,0,0,4,1,0,0,0,0,0,0,0
A22,646071.02,4954124.45,1,646089.41,4954026.16,1,0,0,4,1,0,0,0,0,0,0,0
A22,646089.41,4954026.16,1,646107.81,4953927.87,1,0,0,4,1,0,0,0,0,0,0,0
A22,646107.81,4953927.87,1,646126.21,4953829.57,1,0,0,4,1,0,0,0,0,0,0,0
A22,646126.21,4953829.57,1,646144.61,4953731.28,1,0,0,4,1,0,0,0,0,0,0,0
A22,646144.61,4953731.28,1,646163.16,4953633.02,1,0,0,4,1,0,0,0,0,0,0,0
A22,646163.16,4953633.02,1,646181.77,4953534.76,1,0,0,4,1,0,0,0,0,0,0,0
A22,646181.77,4953534.76,1,646200.25,4953436.48,1,0,0,4,1,0,0,0,0,0,0,0
A22,646200.25,4953436.48,1,646218.73,4953338.21,1,0,0,4,1,0,0,0,0,0,0,0
A22,646218.73,4953338.21,1,646237.21,4953239.93,1,0,0,4,1,0,0,0,0,0,0,0
A22,646237.21,4953239.93,1,646255.69,4953141.65,1,0,0,4,1,0,0,0,0,0,0,0
A22,646255.69,4953141.65,1,646273.63,4953043.28,1,0,0,4,1,0,0,0,0,0,0,0
A22,646273.63,4953043.28,1,646288.44,4952944.38,1,0,0,4,1,0,0,0,0,0,0,0
A22,646288.44,4952944.38,1,646300.03,4952845.06,1,0,0,4,1,0,0,0,0,0,0,0
A22,646300.03,4952845.06,1,646309.84,4952745.55,1,0,0,4,1,0,0,0,0,0,0,0
A22,646309.84,4952745.55,1,646319.54,4952646.02,1,0,0,4,1,0,0,0,0,0,0,0
A22,646319.54,4952646.02,1,646329.24,4952546.49,1,0,0,4,1,0,0,0,0,0,0,0
A22,646329.24,4952546.49,1,646338.94,4952446.96,1,0,0,4,1,0,0,0,0,0,0,0
A22,646338.94,4952446.96,1,646348.64,4952347.43,1,0,0,4,1,0,0,0,0,0,0,0
A22,646348.64,4952347.43,1,646358.34,4952247.9,1,0,0,4,1,0,0,0,0,0,0,0
A22,646358.34,4952247.9,1,646368.04,4952148.37,1,0,0,4,1,0,0,0,0,0,0,0
A22,646368.04,4952148.37,1,646377.73,4952048.85,1,0,0,4,1,0,0,0,0,0,0,0
A22,646377.73,4952048.85,1,646387.49,4951949.32,1,0,0,4,1,0,0,0,0,0,0,0
A22,646387.49,4951949.32,1,646398.93,4951849.99,1,0,0,4,1,0,0,0,0,0,0,0
A22,646398.93,4951849.99,1,646413.55,4951751.06,1,0,0,4,1,0,0,0,0,0,0,0
A22,646413.55,4951751.06,1,646431.79,4951652.75,1,0,0,4,1,0,0,0,0,0,0,0
A22,646431.79,4951652.75,1,646451.68,4951554.75,1,0,0,4,1,0,0,0,0,0,0,0
A22,646451.68,4951554.75,1,646471.82,4951456.8,1,0,0,4,1,0,0,0,0,0,0,0
A22,646471.82,4951456.8,1,646491.96,4951358.85,1,0,0,4,1,0,0,0,0,0,0,0
A22,646491.96,4951358.85,1,646512.09,4951260.9,1,0,0,4,1,0,0,0,0,0,0,0
A22,646512.09,4951260.9,1,646532.23,4951162.94,1,0,0,4,1,0,0,0,0,0,0,0
A22,646532.23,4951162.94,1,646552.37,4951064.99,1,0,0,4,1,0,0,0,0,0,0,0
A22,646552.37,4951064.99,1,646572.5,4950967.04,1,0,0,4,1,0,0,0,0,0,0,0
A22,646572.5,4950967.04,1,646592.64,4950869.09,1,0,0,4,1,0,0,0,0,0,0,0
A22,646592.64,4950869.09,1,646612.63,4950771.11,1,0,0,4,1,0,0,0,0,0,0,0
A22,646612.63,4950771.11,1,646629.61,4950672.58,1,0,0,4,1,0,0,0,0,0,0,0
A22,646629.61,4950672.58,1,646641.42,4950573.29,1,0,0,4,1,0,0,0,0,0,0,0
A22,646641.42,4950573.29,1,646648.37,4950473.54,1,0,0,4,1,0,0,0,0,0,0,0
A22,646648.37,4950473.54,1,646650.1,4950373.56,1,0,0,4,1,0,0,0,0,0,0,0
