"2025-09-01 15:23:54.000+0000","155"
"2025-09-01 15:29:54.000+0000","153"
"2025-09-01 15:33:54.000+0000","153"
"2025-09-01 15:39:54.000+0000","152"
"2025-09-01 15:43:54.000+0000","152"
"2025-09-01 15:49:54.000+0000","151"
"2025-09-01 15:53:55.000+0000","152"
"2025-09-01 15:59:55.000+0000","152"
"2025-09-01 16:03:55.000+0000","151"
"2025-09-01 16:09:55.000+0000","151"
"2025-09-01 16:13:55.000+0000","151"
"2025-09-01 16:19:55.000+0000","151"
"2025-09-01 16:23:55.000+0000","151"
"2025-09-01 16:29:55.000+0000","151"
"2025-09-01 16:33:55.000+0000","151"
"2025-09-01 16:39:56.000+0000","151"
"2025-09-01 16:43:56.000+0000","151"
"2025-09-01 16:49:56.000+0000","151"
"2025-09-01 16:53:56.000+0000","152"
"2025-09-01 16:59:56.000+0000","151"
"2025-09-01 17:03:56.000+0000","151"
"2025-09-01 17:09:56.000+0000","149"
"2025-09-01 17:13:56.000+0000","149"
"2025-09-01 17:19:56.000+0000","148"
"2025-09-01 17:23:57.000+0000","148"
"2025-09-01 17:29:57.000+0000","148"
"2025-09-01 17:33:57.000+0000","148"
"2025-09-01 17:39:57.000+0000","147"
"2025-09-01 17:43:57.000+0000","147"
"2025-09-01 17:49:57.000+0000","147"
"2025-09-01 17:53:57.000+0000","147"
"2025-09-01 17:59:57.000+0000","147"
"2025-09-01 18:03:57.000+0000","147"
"2025-09-01 18:09:57.000+0000","147"
"2025-09-01 18:13:58.000+0000","147"
"2025-09-01 18:19:58.000+0000","147"
"2025-09-01 18:23:58.000+0000","147"
"2025-09-01 18:29:58.000+0000","147"
"2025-09-01 18:33:58.000+0000","147"
"2025-09-01 18:39:58.000+0000","147"
"2025-09-01 18:43:58.000+0000","147"
"2025-09-01 18:49:58.000+0000","147"
"2025-09-01 18:53:59.000+0000","147"
"2025-09-01 18:59:59.000+0000","147"
"2025-09-01 19:03:59.000+0000","147"
"2025-09-01 19:09:59.000+0000","147"
"2025-09-01 19:13:59.000+0000","147"
"2025-09-01 19:19:59.000+0000","147"
"2025-09-01 19:23:59.000+0000","147"
"2025-09-01 19:29:59.000+0000","147"
"2025-09-01 19:33:59.000+0000","147"
"2025-09-01 19:40:00.000+0000","147"
"2025-09-01 19:44:00.000+0000","147"
"2025-09-01 19:50:00.000+0000","147"
"2025-09-01 19:54:00.000+0000","147"
"2025-09-01 20:00:00.000+0000","147"
"2025-09-01 20:04:00.000+0000","147"
"2025-09-01 20:10:00.000+0000","147"
"2025-09-01 20:14:01.000+0000","147"
"2025-09-01 20:20:01.000+0000","147"
"2025-09-01 20:24:01.000+0000","147"
"2025-09-01 20:30:01.000+0000","147"
"2025-09-01 20:34:01.000+0000","147"
"2025-09-01 20:40:01.000+0000","147"
"2025-09-01 20:44:01.000+0000","147"
"2025-09-01 20:50:01.000+0000","147"
"2025-09-01 20:54:01.000+0000","147"
"2025-09-01 21:00:02.000+0000","147"
"2025-09-01 21:04:02.000+0000","147"
"2025-09-01 21:10:02.000+0000","147"
"2025-09-01 21:14:02.000+0000","147"
"2025-09-01 21:20:02.000+0000","147"
"2025-09-01 21:24:02.000+0000","147"
