Category,Fuel,ID_Euro,PercvsADT
LIGHT_VEHICLES,Diesel,0,0.00315373716057055
LIGHT_VEHICLES,Diesel,1,0.000535526014586567
LIGHT_VEHICLES,Diesel,2,0.00814595167482449
LIGHT_VEHICLES,Diesel,3,0.0497884945638345
LIGHT_VEHICLES,Diesel,4,0.144711746280236
LIGHT_VEHICLES,Diesel,5,0.264723210881215
LIGHT_VEHICLES,Diesel,6,0.33986821474724
LIGHT_VEHICLES,Electric,E,0.00139075018605681
LIGHT_VEHICLES,Other,0,0.000183526464231699
LIGHT_VEHICLES,Other,1,7.40641562750785e-05
LIGHT_VEHICLES,Other,2,0.000690415898750159
LIGHT_VEHICLES,Other,3,0.00120365054667879
LIGHT_VEHICLES,Other,4,0.0152079307440584
LIGHT_VEHICLES,Other,5,0.0129457653267266
LIGHT_VEHICLES,Other,6,0.0219607621476775
LIGHT_VEHICLES,Petrol,0,0.000539825630975407
LIGHT_VEHICLES,Petrol,1,0.0004013611203805
LIGHT_VEHICLES,Petrol,2,0.00580989568151267
LIGHT_VEHICLES,Petrol,3,0.00886878056283796
LIGHT_VEHICLES,Petrol,4,0.0451442587972686
LIGHT_VEHICLES,Petrol,5,0.0328830520902129
LIGHT_VEHICLES,Petrol,6,0.0417690793238492
HEAVY_VEHICLES,Diesel,0,0.00397153133118518
HEAVY_VEHICLES,Diesel,1,0.00863986214795761
HEAVY_VEHICLES,Diesel,2,0.0184659925231573
HEAVY_VEHICLES,Diesel,3,0.0931045720821741
HEAVY_VEHICLES,Diesel,4,0.0396065328827783
HEAVY_VEHICLES,Diesel,5,0.234821337953264
HEAVY_VEHICLES,Diesel,6,0.601384918222587
BUSES,Diesel,0,0.00397153133118518
BUSES,Diesel,1,0.00863986214795761
BUSES,Diesel,2,0.0184659925231573
BUSES,Diesel,3,0.0931045720821741
BUSES,Diesel,4,0.0396065328827783
BUSES,Diesel,5,0.234821337953264
BUSES,Diesel,6,0.601384918222587
