This file contains receptor locations
X_coordinate  Y_Coordinate  Z_Coordinate
----------------------------------------------
653825.000 5067955.000 1.500
653850.000 5067955.000 1.500
653775.000 5067930.000 1.500
653800.000 5067930.000 1.500
653825.000 5067930.000 1.500
653850.000 5067930.000 1.500
653725.000 5067905.000 1.500
653750.000 5067905.000 1.500
653775.000 5067905.000 1.500
653800.000 5067905.000 1.500
653825.000 5067905.000 1.500
653850.000 5067905.000 1.500
653875.000 5067905.000 1.500
653675.000 5067880.000 1.500
653700.000 5067880.000 1.500
653725.000 5067880.000 1.500
653750.000 5067880.000 1.500
653775.000 5067880.000 1.500
653800.000 5067880.000 1.500
653825.000 5067880.000 1.500
653850.000 5067880.000 1.500
653875.000 5067880.000 1.500
653650.000 5067855.000 1.500
653675.000 5067855.000 1.500
653700.000 5067855.000 1.500
653725.000 5067855.000 1.500
653750.000 5067855.000 1.500
653775.000 5067855.000 1.500
653800.000 5067855.000 1.500
653825.000 5067855.000 1.500
653850.000 5067855.000 1.500
653875.000 5067855.000 1.500
653900.000 5067855.000 1.500
653600.000 5067830.000 1.500
653625.000 5067830.000 1.500
653650.000 5067830.000 1.500
653675.000 5067830.000 1.500
653700.000 5067830.000 1.500
653725.000 5067830.000 1.500
653750.000 5067830.000 1.500
653775.000 5067830.000 1.500
653800.000 5067830.000 1.500
653825.000 5067830.000 1.500
653850.000 5067830.000 1.500
653875.000 5067830.000 1.500
653900.000 5067830.000 1.500
653925.000 5067830.000 1.500
653575.000 5067805.000 1.500
653600.000 5067805.000 1.500
653625.000 5067805.000 1.500
653650.000 5067805.000 1.500
653675.000 5067805.000 1.500
653700.000 5067805.000 1.500
653725.000 5067805.000 1.500
653750.000 5067805.000 1.500
653775.000 5067805.000 1.500
653800.000 5067805.000 1.500
653825.000 5067805.000 1.500
653850.000 5067805.000 1.500
653875.000 5067805.000 1.500
653900.000 5067805.000 1.500
653925.000 5067805.000 1.500
653525.000 5067780.000 1.500
653550.000 5067780.000 1.500
653575.000 5067780.000 1.500
653600.000 5067780.000 1.500
653625.000 5067780.000 1.500
653650.000 5067780.000 1.500
653675.000 5067780.000 1.500
653700.000 5067780.000 1.500
653725.000 5067780.000 1.500
653750.000 5067780.000 1.500
653775.000 5067780.000 1.500
653800.000 5067780.000 1.500
653825.000 5067780.000 1.500
653850.000 5067780.000 1.500
653875.000 5067780.000 1.500
653900.000 5067780.000 1.500
653925.000 5067780.000 1.500
653950.000 5067780.000 1.500
653500.000 5067755.000 1.500
653525.000 5067755.000 1.500
653550.000 5067755.000 1.500
653575.000 5067755.000 1.500
653600.000 5067755.000 1.500
653625.000 5067755.000 1.500
653650.000 5067755.000 1.500
653675.000 5067755.000 1.500
653700.000 5067755.000 1.500
653725.000 5067755.000 1.500
653750.000 5067755.000 1.500
653775.000 5067755.000 1.500
653800.000 5067755.000 1.500
653825.000 5067755.000 1.500
653850.000 5067755.000 1.500
653875.000 5067755.000 1.500
653900.000 5067755.000 1.500
653925.000 5067755.000 1.500
653950.000 5067755.000 1.500
653975.000 5067755.000 1.500
653450.000 5067730.000 1.500
653475.000 5067730.000 1.500
653500.000 5067730.000 1.500
653525.000 5067730.000 1.500
653550.000 5067730.000 1.500
653575.000 5067730.000 1.500
653600.000 5067730.000 1.500
653625.000 5067730.000 1.500
653650.000 5067730.000 1.500
653675.000 5067730.000 1.500
653700.000 5067730.000 1.500
653725.000 5067730.000 1.500
653750.000 5067730.000 1.500
653775.000 5067730.000 1.500
653800.000 5067730.000 1.500
653825.000 5067730.000 1.500
653850.000 5067730.000 1.500
653875.000 5067730.000 1.500
653900.000 5067730.000 1.500
653925.000 5067730.000 1.500
653950.000 5067730.000 1.500
653975.000 5067730.000 1.500
653400.000 5067705.000 1.500
653425.000 5067705.000 1.500
653450.000 5067705.000 1.500
653475.000 5067705.000 1.500
653500.000 5067705.000 1.500
653525.000 5067705.000 1.500
653550.000 5067705.000 1.500
653575.000 5067705.000 1.500
653600.000 5067705.000 1.500
653625.000 5067705.000 1.500
653650.000 5067705.000 1.500
653675.000 5067705.000 1.500
653700.000 5067705.000 1.500
653725.000 5067705.000 1.500
653750.000 5067705.000 1.500
653775.000 5067705.000 1.500
653800.000 5067705.000 1.500
653825.000 5067705.000 1.500
653850.000 5067705.000 1.500
653875.000 5067705.000 1.500
653900.000 5067705.000 1.500
653925.000 5067705.000 1.500
653950.000 5067705.000 1.500
653975.000 5067705.000 1.500
654000.000 5067705.000 1.500
653375.000 5067680.000 1.500
653400.000 5067680.000 1.500
653425.000 5067680.000 1.500
653450.000 5067680.000 1.500
653475.000 5067680.000 1.500
653500.000 5067680.000 1.500
653525.000 5067680.000 1.500
653550.000 5067680.000 1.500
653575.000 5067680.000 1.500
653600.000 5067680.000 1.500
653625.000 5067680.000 1.500
653650.000 5067680.000 1.500
653675.000 5067680.000 1.500
653700.000 5067680.000 1.500
653725.000 5067680.000 1.500
653750.000 5067680.000 1.500
653775.000 5067680.000 1.500
653800.000 5067680.000 1.500
653825.000 5067680.000 1.500
653850.000 5067680.000 1.500
653875.000 5067680.000 1.500
653900.000 5067680.000 1.500
653925.000 5067680.000 1.500
653950.000 5067680.000 1.500
653975.000 5067680.000 1.500
654000.000 5067680.000 1.500
654025.000 5067680.000 1.500
653325.000 5067655.000 1.500
653350.000 5067655.000 1.500
653375.000 5067655.000 1.500
653400.000 5067655.000 1.500
653425.000 5067655.000 1.500
653450.000 5067655.000 1.500
653475.000 5067655.000 1.500
653500.000 5067655.000 1.500
653525.000 5067655.000 1.500
653550.000 5067655.000 1.500
653575.000 5067655.000 1.500
653600.000 5067655.000 1.500
653625.000 5067655.000 1.500
653650.000 5067655.000 1.500
653675.000 5067655.000 1.500
653700.000 5067655.000 1.500
653725.000 5067655.000 1.500
653750.000 5067655.000 1.500
653775.000 5067655.000 1.500
653800.000 5067655.000 1.500
653825.000 5067655.000 1.500
653850.000 5067655.000 1.500
653875.000 5067655.000 1.500
653900.000 5067655.000 1.500
653925.000 5067655.000 1.500
653950.000 5067655.000 1.500
653975.000 5067655.000 1.500
654000.000 5067655.000 1.500
654025.000 5067655.000 1.500
653300.000 5067630.000 1.500
653325.000 5067630.000 1.500
653350.000 5067630.000 1.500
653375.000 5067630.000 1.500
653400.000 5067630.000 1.500
653425.000 5067630.000 1.500
653450.000 5067630.000 1.500
653475.000 5067630.000 1.500
653500.000 5067630.000 1.500
653525.000 5067630.000 1.500
653550.000 5067630.000 1.500
653575.000 5067630.000 1.500
