This file contains receptor locations
X_coordinate  Y_Coordinate  Z_Coordinate
----------------------------------------------
658575.000 5087580.000 1.500
658600.000 5087580.000 1.500
658625.000 5087580.000 1.500
658550.000 5087555.000 1.500
658575.000 5087555.000 1.500
658600.000 5087555.000 1.500
658625.000 5087555.000 1.500
658650.000 5087555.000 1.500
658525.000 5087530.000 1.500
658550.000 5087530.000 1.500
658575.000 5087530.000 1.500
658600.000 5087530.000 1.500
658625.000 5087530.000 1.500
658650.000 5087530.000 1.500
658675.000 5087530.000 1.500
658500.000 5087505.000 1.500
658525.000 5087505.000 1.500
658550.000 5087505.000 1.500
658575.000 5087505.000 1.500
658600.000 5087505.000 1.500
658625.000 5087505.000 1.500
658650.000 5087505.000 1.500
658675.000 5087505.000 1.500
658475.000 5087480.000 1.500
658500.000 5087480.000 1.500
658525.000 5087480.000 1.500
658550.000 5087480.000 1.500
658575.000 5087480.000 1.500
658600.000 5087480.000 1.500
658625.000 5087480.000 1.500
658650.000 5087480.000 1.500
658675.000 5087480.000 1.500
658700.000 5087480.000 1.500
658425.000 5087455.000 1.500
658450.000 5087455.000 1.500
658475.000 5087455.000 1.500
658500.000 5087455.000 1.500
658525.000 5087455.000 1.500
658550.000 5087455.000 1.500
658575.000 5087455.000 1.500
658600.000 5087455.000 1.500
658625.000 5087455.000 1.500
658650.000 5087455.000 1.500
658675.000 5087455.000 1.500
658700.000 5087455.000 1.500
658725.000 5087455.000 1.500
658400.000 5087430.000 1.500
658425.000 5087430.000 1.500
658450.000 5087430.000 1.500
658475.000 5087430.000 1.500
658500.000 5087430.000 1.500
658525.000 5087430.000 1.500
658550.000 5087430.000 1.500
658575.000 5087430.000 1.500
658600.000 5087430.000 1.500
658625.000 5087430.000 1.500
658650.000 5087430.000 1.500
658675.000 5087430.000 1.500
658700.000 5087430.000 1.500
658725.000 5087430.000 1.500
658750.000 5087430.000 1.500
658375.000 5087405.000 1.500
658400.000 5087405.000 1.500
658425.000 5087405.000 1.500
658450.000 5087405.000 1.500
658475.000 5087405.000 1.500
658500.000 5087405.000 1.500
658525.000 5087405.000 1.500
658550.000 5087405.000 1.500
658575.000 5087405.000 1.500
658600.000 5087405.000 1.500
658625.000 5087405.000 1.500
658650.000 5087405.000 1.500
658675.000 5087405.000 1.500
658700.000 5087405.000 1.500
658725.000 5087405.000 1.500
658750.000 5087405.000 1.500
658775.000 5087405.000 1.500
658350.000 5087380.000 1.500
658375.000 5087380.000 1.500
658400.000 5087380.000 1.500
658425.000 5087380.000 1.500
658450.000 5087380.000 1.500
658475.000 5087380.000 1.500
658500.000 5087380.000 1.500
658525.000 5087380.000 1.500
658550.000 5087380.000 1.500
658575.000 5087380.000 1.500
658600.000 5087380.000 1.500
658625.000 5087380.000 1.500
658650.000 5087380.000 1.500
658675.000 5087380.000 1.500
658700.000 5087380.000 1.500
658725.000 5087380.000 1.500
658750.000 5087380.000 1.500
658775.000 5087380.000 1.500
658800.000 5087380.000 1.500
658325.000 5087355.000 1.500
658350.000 5087355.000 1.500
658375.000 5087355.000 1.500
658400.000 5087355.000 1.500
658425.000 5087355.000 1.500
658450.000 5087355.000 1.500
658475.000 5087355.000 1.500
658500.000 5087355.000 1.500
658525.000 5087355.000 1.500
658550.000 5087355.000 1.500
658575.000 5087355.000 1.500
658600.000 5087355.000 1.500
658625.000 5087355.000 1.500
658650.000 5087355.000 1.500
658675.000 5087355.000 1.500
658700.000 5087355.000 1.500
658725.000 5087355.000 1.500
658750.000 5087355.000 1.500
658775.000 5087355.000 1.500
658800.000 5087355.000 1.500
658825.000 5087355.000 1.500
658300.000 5087330.000 1.500
658325.000 5087330.000 1.500
658350.000 5087330.000 1.500
658375.000 5087330.000 1.500
658400.000 5087330.000 1.500
658425.000 5087330.000 1.500
658450.000 5087330.000 1.500
658475.000 5087330.000 1.500
658500.000 5087330.000 1.500
658525.000 5087330.000 1.500
658550.000 5087330.000 1.500
658575.000 5087330.000 1.500
658600.000 5087330.000 1.500
658625.000 5087330.000 1.500
658650.000 5087330.000 1.500
658675.000 5087330.000 1.500
658700.000 5087330.000 1.500
658725.000 5087330.000 1.500
658750.000 5087330.000 1.500
658775.000 5087330.000 1.500
658800.000 5087330.000 1.500
658825.000 5087330.000 1.500
658250.000 5087305.000 1.500
658275.000 5087305.000 1.500
658300.000 5087305.000 1.500
658325.000 5087305.000 1.500
658350.000 5087305.000 1.500
658375.000 5087305.000 1.500
658400.000 5087305.000 1.500
658425.000 5087305.000 1.500
658450.000 5087305.000 1.500
658475.000 5087305.000 1.500
658500.000 5087305.000 1.500
658525.000 5087305.000 1.500
658550.000 5087305.000 1.500
658575.000 5087305.000 1.500
658600.000 5087305.000 1.500
658625.000 5087305.000 1.500
658650.000 5087305.000 1.500
658675.000 5087305.000 1.500
658700.000 5087305.000 1.500
658725.000 5087305.000 1.500
658750.000 5087305.000 1.500
658775.000 5087305.000 1.500
658800.000 5087305.000 1.500
658825.000 5087305.000 1.500
658850.000 5087305.000 1.500
658225.000 5087280.000 1.500
658250.000 5087280.000 1.500
658275.000 5087280.000 1.500
658300.000 5087280.000 1.500
658325.000 5087280.000 1.500
658350.000 5087280.000 1.500
658375.000 5087280.000 1.500
658400.000 5087280.000 1.500
658425.000 5087280.000 1.500
658450.000 5087280.000 1.500
658475.000 5087280.000 1.500
658500.000 5087280.000 1.500
658525.000 5087280.000 1.500
658550.000 5087280.000 1.500
658575.000 5087280.000 1.500
658600.000 5087280.000 1.500
658625.000 5087280.000 1.500
658650.000 5087280.000 1.500
658675.000 5087280.000 1.500
658700.000 5087280.000 1.500
658725.000 5087280.000 1.500
658750.000 5087280.000 1.500
658775.000 5087280.000 1.500
658800.000 5087280.000 1.500
658825.000 5087280.000 1.500
658850.000 5087280.000 1.500
658875.000 5087280.000 1.500
658200.000 5087255.000 1.500
658225.000 5087255.000 1.500
658250.000 5087255.000 1.500
658275.000 5087255.000 1.500
658300.000 5087255.000 1.500
658325.000 5087255.000 1.500
658350.000 5087255.000 1.500
658375.000 5087255.000 1.500
658400.000 5087255.000 1.500
658425.000 5087255.000 1.500
658450.000 5087255.000 1.500
658475.000 5087255.000 1.500
658500.000 5087255.000 1.500
658525.000 5087255.000 1.500
658550.000 5087255.000 1.500
658575.000 5087255.000 1.500
658600.000 5087255.000 1.500
658625.000 5087255.000 1.500
658650.000 5087255.000 1.500
658675.000 5087255.000 1.500
658700.000 5087255.000 1.500
658725.000 5087255.000 1.500
658750.000 5087255.000 1.500
658775.000 5087255.000 1.500
658800.000 5087255.000 1.500
658825.000 5087255.000 1.500
658850.000 5087255.000 1.500
658875.000 5087255.000 1.500
658900.000 5087255.000 1.500
658175.000 5087230.000 1.500
658200.000 5087230.000 1.500
658225.000 5087230.000 1.500
658250.000 5087230.000 1.500
658275.000 5087230.000 1.500
658300.000 5087230.000 1.500
658325.000 5087230.000 1.500
658350.000 5087230.000 1.500
658375.000 5087230.000 1.500
658400.000 5087230.000 1.500
658425.000 5087230.000 1.500
658450.000 5087230.000 1.500
658475.000 5087230.000 1.500
658500.000 5087230.000 1.500
658525.000 5087230.000 1.500
658550.000 5087230.000 1.500
658575.000 5087230.000 1.500
658600.000 5087230.000 1.500
658625.000 5087230.000 1.500
658650.000 5087230.000 1.500
658675.000 5087230.000 1.500
658700.000 5087230.000 1.500
658725.000 5087230.000 1.500
658750.000 5087230.000 1.500
658775.000 5087230.000 1.500
658800.000 5087230.000 1.500
658825.000 5087230.000 1.500
658850.000 5087230.000 1.500
658875.000 5087230.000 1.500
658900.000 5087230.000 1.500
658925.000 5087230.000 1.500
658150.000 5087205.000 1.500
658175.000 5087205.000 1.500
658200.000 5087205.000 1.500
658225.000 5087205.000 1.500
658250.000 5087205.000 1.500
658275.000 5087205.000 1.500
658300.000 5087205.000 1.500
658325.000 5087205.000 1.500
658350.000 5087205.000 1.500
658375.000 5087205.000 1.500
658400.000 5087205.000 1.500
658425.000 5087205.000 1.500
658450.000 5087205.000 1.500
658475.000 5087205.000 1.500
658500.000 5087205.000 1.500
658525.000 5087205.000 1.500
658550.000 5087205.000 1.500
658575.000 5087205.000 1.500
658600.000 5087205.000 1.500
658625.000 5087205.000 1.500
658650.000 5087205.000 1.500
658675.000 5087205.000 1.500
658700.000 5087205.000 1.500
658725.000 5087205.000 1.500
658750.000 5087205.000 1.500
658775.000 5087205.000 1.500
658800.000 5087205.000 1.500
658825.000 5087205.000 1.500
658850.000 5087205.000 1.500
658875.000 5087205.000 1.500
658900.000 5087205.000 1.500
658925.000 5087205.000 1.500
658950.000 5087205.000 1.500
658125.000 5087180.000 1.500
658150.000 5087180.000 1.500
658175.000 5087180.000 1.500
658200.000 5087180.000 1.500
658225.000 5087180.000 1.500
658250.000 5087180.000 1.500
658275.000 5087180.000 1.500
658300.000 5087180.000 1.500
658325.000 5087180.000 1.500
658350.000 5087180.000 1.500
658375.000 5087180.000 1.500
658400.000 5087180.000 1.500
658425.000 5087180.000 1.500
658450.000 5087180.000 1.500
658475.000 5087180.000 1.500
658500.000 5087180.000 1.500
658525.000 5087180.000 1.500
658550.000 5087180.000 1.500
658575.000 5087180.000 1.500
658600.000 5087180.000 1.500
658625.000 5087180.000 1.500
658650.000 5087180.000 1.500
658675.000 5087180.000 1.500
658700.000 5087180.000 1.500
658725.000 5087180.000 1.500
658750.000 5087180.000 1.500
658775.000 5087180.000 1.500
658800.000 5087180.000 1.500
658825.000 5087180.000 1.500
658850.000 5087180.000 1.500
658875.000 5087180.000 1.500
658900.000 5087180.000 1.500
658925.000 5087180.000 1.500
658950.000 5087180.000 1.500
658975.000 5087180.000 1.500
658075.000 5087155.000 1.500
658100.000 5087155.000 1.500
658125.000 5087155.000 1.500
658150.000 5087155.000 1.500
658175.000 5087155.000 1.500
658200.000 5087155.000 1.500
658225.000 5087155.000 1.500
658250.000 5087155.000 1.500
658275.000 5087155.000 1.500
