This file contains receptor locations
X_coordinate  Y_Coordinate  Z_Coordinate
----------------------------------------------
701200.000 5182305.000 1.500
701225.000 5182305.000 1.500
701250.000 5182305.000 1.500
701275.000 5182305.000 1.500
701300.000 5182305.000 1.500
701175.000 5182280.000 1.500
701200.000 5182280.000 1.500
701225.000 5182280.000 1.500
701250.000 5182280.000 1.500
701275.000 5182280.000 1.500
701300.000 5182280.000 1.500
701325.000 5182280.000 1.500
701350.000 5182280.000 1.500
701375.000 5182280.000 1.500
701400.000 5182280.000 1.500
701425.000 5182280.000 1.500
701450.000 5182280.000 1.500
701150.000 5182255.000 1.500
701175.000 5182255.000 1.500
701200.000 5182255.000 1.500
701225.000 5182255.000 1.500
701250.000 5182255.000 1.500
701275.000 5182255.000 1.500
701300.000 5182255.000 1.500
701325.000 5182255.000 1.500
701350.000 5182255.000 1.500
701375.000 5182255.000 1.500
701400.000 5182255.000 1.500
701425.000 5182255.000 1.500
701450.000 5182255.000 1.500
701475.000 5182255.000 1.500
701500.000 5182255.000 1.500
701525.000 5182255.000 1.500
701550.000 5182255.000 1.500
701575.000 5182255.000 1.500
701600.000 5182255.000 1.500
701625.000 5182255.000 1.500
701150.000 5182230.000 1.500
701175.000 5182230.000 1.500
701200.000 5182230.000 1.500
701225.000 5182230.000 1.500
701250.000 5182230.000 1.500
701275.000 5182230.000 1.500
701300.000 5182230.000 1.500
701325.000 5182230.000 1.500
701350.000 5182230.000 1.500
701375.000 5182230.000 1.500
701400.000 5182230.000 1.500
701425.000 5182230.000 1.500
701450.000 5182230.000 1.500
701475.000 5182230.000 1.500
701500.000 5182230.000 1.500
701525.000 5182230.000 1.500
701550.000 5182230.000 1.500
701575.000 5182230.000 1.500
701600.000 5182230.000 1.500
701625.000 5182230.000 1.500
701650.000 5182230.000 1.500
701675.000 5182230.000 1.500
701700.000 5182230.000 1.500
701725.000 5182230.000 1.500
701750.000 5182230.000 1.500
701150.000 5182205.000 1.500
701175.000 5182205.000 1.500
701200.000 5182205.000 1.500
701225.000 5182205.000 1.500
701250.000 5182205.000 1.500
701275.000 5182205.000 1.500
701300.000 5182205.000 1.500
701325.000 5182205.000 1.500
701350.000 5182205.000 1.500
701375.000 5182205.000 1.500
701400.000 5182205.000 1.500
701425.000 5182205.000 1.500
701450.000 5182205.000 1.500
701475.000 5182205.000 1.500
701500.000 5182205.000 1.500
701525.000 5182205.000 1.500
701550.000 5182205.000 1.500
701575.000 5182205.000 1.500
701600.000 5182205.000 1.500
701625.000 5182205.000 1.500
701650.000 5182205.000 1.500
701675.000 5182205.000 1.500
701700.000 5182205.000 1.500
701725.000 5182205.000 1.500
701125.000 5182180.000 1.500
701150.000 5182180.000 1.500
701175.000 5182180.000 1.500
701200.000 5182180.000 1.500
701225.000 5182180.000 1.500
701250.000 5182180.000 1.500
701275.000 5182180.000 1.500
701300.000 5182180.000 1.500
701325.000 5182180.000 1.500
701350.000 5182180.000 1.500
701375.000 5182180.000 1.500
701400.000 5182180.000 1.500
701425.000 5182180.000 1.500
701450.000 5182180.000 1.500
701475.000 5182180.000 1.500
701500.000 5182180.000 1.500
701525.000 5182180.000 1.500
701550.000 5182180.000 1.500
701575.000 5182180.000 1.500
701600.000 5182180.000 1.500
701625.000 5182180.000 1.500
701650.000 5182180.000 1.500
701675.000 5182180.000 1.500
701700.000 5182180.000 1.500
701725.000 5182180.000 1.500
701125.000 5182155.000 1.500
701150.000 5182155.000 1.500
701175.000 5182155.000 1.500
701200.000 5182155.000 1.500
701225.000 5182155.000 1.500
701250.000 5182155.000 1.500
701275.000 5182155.000 1.500
701300.000 5182155.000 1.500
701325.000 5182155.000 1.500
701350.000 5182155.000 1.500
701375.000 5182155.000 1.500
701400.000 5182155.000 1.500
701425.000 5182155.000 1.500
701450.000 5182155.000 1.500
701475.000 5182155.000 1.500
701500.000 5182155.000 1.500
701525.000 5182155.000 1.500
701550.000 5182155.000 1.500
701575.000 5182155.000 1.500
701600.000 5182155.000 1.500
701625.000 5182155.000 1.500
701650.000 5182155.000 1.500
701675.000 5182155.000 1.500
701700.000 5182155.000 1.500
701725.000 5182155.000 1.500
701100.000 5182130.000 1.500
701125.000 5182130.000 1.500
701150.000 5182130.000 1.500
701175.000 5182130.000 1.500
701200.000 5182130.000 1.500
701225.000 5182130.000 1.500
701250.000 5182130.000 1.500
701275.000 5182130.000 1.500
701300.000 5182130.000 1.500
701325.000 5182130.000 1.500
701350.000 5182130.000 1.500
701375.000 5182130.000 1.500
701400.000 5182130.000 1.500
701425.000 5182130.000 1.500
701450.000 5182130.000 1.500
701475.000 5182130.000 1.500
701500.000 5182130.000 1.500
701525.000 5182130.000 1.500
701550.000 5182130.000 1.500
701575.000 5182130.000 1.500
701600.000 5182130.000 1.500
701625.000 5182130.000 1.500
701650.000 5182130.000 1.500
701675.000 5182130.000 1.500
701700.000 5182130.000 1.500
701725.000 5182130.000 1.500
701100.000 5182105.000 1.500
701125.000 5182105.000 1.500
701150.000 5182105.000 1.500
701175.000 5182105.000 1.500
701200.000 5182105.000 1.500
701225.000 5182105.000 1.500
701250.000 5182105.000 1.500
701275.000 5182105.000 1.500
701300.000 5182105.000 1.500
701325.000 5182105.000 1.500
701350.000 5182105.000 1.500
701375.000 5182105.000 1.500
701400.000 5182105.000 1.500
701425.000 5182105.000 1.500
701450.000 5182105.000 1.500
701475.000 5182105.000 1.500
701500.000 5182105.000 1.500
701525.000 5182105.000 1.500
701550.000 5182105.000 1.500
701575.000 5182105.000 1.500
701600.000 5182105.000 1.500
701625.000 5182105.000 1.500
701650.000 5182105.000 1.500
701675.000 5182105.000 1.500
701700.000 5182105.000 1.500
701725.000 5182105.000 1.500
701100.000 5182080.000 1.500
701125.000 5182080.000 1.500
701150.000 5182080.000 1.500
701175.000 5182080.000 1.500
701200.000 5182080.000 1.500
701225.000 5182080.000 1.500
701250.000 5182080.000 1.500
701275.000 5182080.000 1.500
701300.000 5182080.000 1.500
701325.000 5182080.000 1.500
701350.000 5182080.000 1.500
701375.000 5182080.000 1.500
701400.000 5182080.000 1.500
701425.000 5182080.000 1.500
701450.000 5182080.000 1.500
701475.000 5182080.000 1.500
701500.000 5182080.000 1.500
701525.000 5182080.000 1.500
701550.000 5182080.000 1.500
701575.000 5182080.000 1.500
701600.000 5182080.000 1.500
701625.000 5182080.000 1.500
701650.000 5182080.000 1.500
701675.000 5182080.000 1.500
701700.000 5182080.000 1.500
701075.000 5182055.000 1.500
701100.000 5182055.000 1.500
701125.000 5182055.000 1.500
701150.000 5182055.000 1.500
701175.000 5182055.000 1.500
701200.000 5182055.000 1.500
701225.000 5182055.000 1.500
701250.000 5182055.000 1.500
701275.000 5182055.000 1.500
701300.000 5182055.000 1.500
701325.000 5182055.000 1.500
701350.000 5182055.000 1.500
701375.000 5182055.000 1.500
701400.000 5182055.000 1.500
701425.000 5182055.000 1.500
701450.000 5182055.000 1.500
701475.000 5182055.000 1.500
701500.000 5182055.000 1.500
701525.000 5182055.000 1.500
701550.000 5182055.000 1.500
701575.000 5182055.000 1.500
701600.000 5182055.000 1.500
701625.000 5182055.000 1.500
701650.000 5182055.000 1.500
701675.000 5182055.000 1.500
701700.000 5182055.000 1.500
701075.000 5182030.000 1.500
701100.000 5182030.000 1.500
701125.000 5182030.000 1.500
701150.000 5182030.000 1.500
701175.000 5182030.000 1.500
701200.000 5182030.000 1.500
701225.000 5182030.000 1.500
701250.000 5182030.000 1.500
701275.000 5182030.000 1.500
701300.000 5182030.000 1.500
701325.000 5182030.000 1.500
701350.000 5182030.000 1.500
701375.000 5182030.000 1.500
701400.000 5182030.000 1.500
701425.000 5182030.000 1.500
701450.000 5182030.000 1.500
701475.000 5182030.000 1.500
701500.000 5182030.000 1.500
701525.000 5182030.000 1.500
