This file contains receptor locations
X_coordinate  Y_Coordinate  Z_Coordinate
----------------------------------------------
663850.000 5099780.000 1.500
663875.000 5099780.000 1.500
663900.000 5099780.000 1.500
663925.000 5099780.000 1.500
663950.000 5099780.000 1.500
663975.000 5099780.000 1.500
664000.000 5099780.000 1.500
664025.000 5099780.000 1.500
664050.000 5099780.000 1.500
664075.000 5099780.000 1.500
664100.000 5099780.000 1.500
664125.000 5099780.000 1.500
664150.000 5099780.000 1.500
664175.000 5099780.000 1.500
664200.000 5099780.000 1.500
664225.000 5099780.000 1.500
664250.000 5099780.000 1.500
664275.000 5099780.000 1.500
664300.000 5099780.000 1.500
664325.000 5099780.000 1.500
664350.000 5099780.000 1.500
664375.000 5099780.000 1.500
664400.000 5099780.000 1.500
664425.000 5099780.000 1.500
664450.000 5099780.000 1.500
663850.000 5099755.000 1.500
663875.000 5099755.000 1.500
663900.000 5099755.000 1.500
663925.000 5099755.000 1.500
663950.000 5099755.000 1.500
663975.000 5099755.000 1.500
664000.000 5099755.000 1.500
664025.000 5099755.000 1.500
664050.000 5099755.000 1.500
664075.000 5099755.000 1.500
664100.000 5099755.000 1.500
664125.000 5099755.000 1.500
664150.000 5099755.000 1.500
664175.000 5099755.000 1.500
664200.000 5099755.000 1.500
664225.000 5099755.000 1.500
664250.000 5099755.000 1.500
664275.000 5099755.000 1.500
664300.000 5099755.000 1.500
664325.000 5099755.000 1.500
664350.000 5099755.000 1.500
664375.000 5099755.000 1.500
664400.000 5099755.000 1.500
664425.000 5099755.000 1.500
664450.000 5099755.000 1.500
663850.000 5099730.000 1.500
663875.000 5099730.000 1.500
663900.000 5099730.000 1.500
663925.000 5099730.000 1.500
663950.000 5099730.000 1.500
663975.000 5099730.000 1.500
664000.000 5099730.000 1.500
664025.000 5099730.000 1.500
664050.000 5099730.000 1.500
664075.000 5099730.000 1.500
664100.000 5099730.000 1.500
664125.000 5099730.000 1.500
664150.000 5099730.000 1.500
664175.000 5099730.000 1.500
664200.000 5099730.000 1.500
664225.000 5099730.000 1.500
664250.000 5099730.000 1.500
664275.000 5099730.000 1.500
664300.000 5099730.000 1.500
664325.000 5099730.000 1.500
664350.000 5099730.000 1.500
664375.000 5099730.000 1.500
664400.000 5099730.000 1.500
664425.000 5099730.000 1.500
664450.000 5099730.000 1.500
663875.000 5099705.000 1.500
663900.000 5099705.000 1.500
663925.000 5099705.000 1.500
663950.000 5099705.000 1.500
663975.000 5099705.000 1.500
664000.000 5099705.000 1.500
664025.000 5099705.000 1.500
664050.000 5099705.000 1.500
664075.000 5099705.000 1.500
664100.000 5099705.000 1.500
664125.000 5099705.000 1.500
664150.000 5099705.000 1.500
664175.000 5099705.000 1.500
664200.000 5099705.000 1.500
664225.000 5099705.000 1.500
664250.000 5099705.000 1.500
664275.000 5099705.000 1.500
664300.000 5099705.000 1.500
664325.000 5099705.000 1.500
664350.000 5099705.000 1.500
664375.000 5099705.000 1.500
664400.000 5099705.000 1.500
664425.000 5099705.000 1.500
664450.000 5099705.000 1.500
663875.000 5099680.000 1.500
663900.000 5099680.000 1.500
663925.000 5099680.000 1.500
663950.000 5099680.000 1.500
663975.000 5099680.000 1.500
664000.000 5099680.000 1.500
664025.000 5099680.000 1.500
664050.000 5099680.000 1.500
664075.000 5099680.000 1.500
664100.000 5099680.000 1.500
664125.000 5099680.000 1.500
664150.000 5099680.000 1.500
664175.000 5099680.000 1.500
664200.000 5099680.000 1.500
664225.000 5099680.000 1.500
664250.000 5099680.000 1.500
664275.000 5099680.000 1.500
664300.000 5099680.000 1.500
664325.000 5099680.000 1.500
664350.000 5099680.000 1.500
664375.000 5099680.000 1.500
664400.000 5099680.000 1.500
664425.000 5099680.000 1.500
664450.000 5099680.000 1.500
664475.000 5099680.000 1.500
663875.000 5099655.000 1.500
663900.000 5099655.000 1.500
663925.000 5099655.000 1.500
663950.000 5099655.000 1.500
663975.000 5099655.000 1.500
664000.000 5099655.000 1.500
664025.000 5099655.000 1.500
664050.000 5099655.000 1.500
664075.000 5099655.000 1.500
664100.000 5099655.000 1.500
664125.000 5099655.000 1.500
664150.000 5099655.000 1.500
664175.000 5099655.000 1.500
664200.000 5099655.000 1.500
664225.000 5099655.000 1.500
664250.000 5099655.000 1.500
664275.000 5099655.000 1.500
664300.000 5099655.000 1.500
664325.000 5099655.000 1.500
664350.000 5099655.000 1.500
664375.000 5099655.000 1.500
664400.000 5099655.000 1.500
664425.000 5099655.000 1.500
664450.000 5099655.000 1.500
664475.000 5099655.000 1.500
663875.000 5099630.000 1.500
663900.000 5099630.000 1.500
663925.000 5099630.000 1.500
663950.000 5099630.000 1.500
663975.000 5099630.000 1.500
664000.000 5099630.000 1.500
664025.000 5099630.000 1.500
664050.000 5099630.000 1.500
664075.000 5099630.000 1.500
664100.000 5099630.000 1.500
664125.000 5099630.000 1.500
664150.000 5099630.000 1.500
664175.000 5099630.000 1.500
664200.000 5099630.000 1.500
664225.000 5099630.000 1.500
664250.000 5099630.000 1.500
664275.000 5099630.000 1.500
664300.000 5099630.000 1.500
664325.000 5099630.000 1.500
664350.000 5099630.000 1.500
664375.000 5099630.000 1.500
664400.000 5099630.000 1.500
664425.000 5099630.000 1.500
664450.000 5099630.000 1.500
664475.000 5099630.000 1.500
663900.000 5099605.000 1.500
663925.000 5099605.000 1.500
663950.000 5099605.000 1.500
663975.000 5099605.000 1.500
664000.000 5099605.000 1.500
664025.000 5099605.000 1.500
664050.000 5099605.000 1.500
664075.000 5099605.000 1.500
664100.000 5099605.000 1.500
664125.000 5099605.000 1.500
664150.000 5099605.000 1.500
664175.000 5099605.000 1.500
664200.000 5099605.000 1.500
664225.000 5099605.000 1.500
664250.000 5099605.000 1.500
664275.000 5099605.000 1.500
664300.000 5099605.000 1.500
664325.000 5099605.000 1.500
664350.000 5099605.000 1.500
664375.000 5099605.000 1.500
664400.000 5099605.000 1.500
664425.000 5099605.000 1.500
664450.000 5099605.000 1.500
664475.000 5099605.000 1.500
663900.000 5099580.000 1.500
663925.000 5099580.000 1.500
663950.000 5099580.000 1.500
663975.000 5099580.000 1.500
664000.000 5099580.000 1.500
664025.000 5099580.000 1.500
664050.000 5099580.000 1.500
664075.000 5099580.000 1.500
664100.000 5099580.000 1.500
664125.000 5099580.000 1.500
664150.000 5099580.000 1.500
664175.000 5099580.000 1.500
664200.000 5099580.000 1.500
664225.000 5099580.000 1.500
664250.000 5099580.000 1.500
664275.000 5099580.000 1.500
664300.000 5099580.000 1.500
664325.000 5099580.000 1.500
664350.000 5099580.000 1.500
664375.000 5099580.000 1.500
664400.000 5099580.000 1.500
664425.000 5099580.000 1.500
664450.000 5099580.000 1.500
664475.000 5099580.000 1.500
664500.000 5099580.000 1.500
663900.000 5099555.000 1.500
663925.000 5099555.000 1.500
663950.000 5099555.000 1.500
663975.000 5099555.000 1.500
664000.000 5099555.000 1.500
664025.000 5099555.000 1.500
664050.000 5099555.000 1.500
664075.000 5099555.000 1.500
664100.000 5099555.000 1.500
664125.000 5099555.000 1.500
664150.000 5099555.000 1.500
664175.000 5099555.000 1.500
664200.000 5099555.000 1.500
664225.000 5099555.000 1.500
664250.000 5099555.000 1.500
664275.000 5099555.000 1.500
664300.000 5099555.000 1.500
664325.000 5099555.000 1.500
664350.000 5099555.000 1.500
664375.000 5099555.000 1.500
664400.000 5099555.000 1.500
664425.000 5099555.000 1.500
664450.000 5099555.000 1.500
664475.000 5099555.000 1.500
664500.000 5099555.000 1.500
663900.000 5099530.000 1.500
663925.000 5099530.000 1.500
663950.000 5099530.000 1.500
663975.000 5099530.000 1.500
664000.000 5099530.000 1.500
664025.000 5099530.000 1.500
664050.000 5099530.000 1.500
664075.000 5099530.000 1.500
664100.000 5099530.000 1.500
664125.000 5099530.000 1.500
664150.000 5099530.000 1.500
664175.000 5099530.000 1.500
664200.000 5099530.000 1.500
664225.000 5099530.000 1.500
664250.000 5099530.000 1.500
664275.000 5099530.000 1.500
664300.000 5099530.000 1.500
664325.000 5099530.000 1.500
664350.000 5099530.000 1.500
664375.000 5099530.000 1.500
664400.000 5099530.000 1.500
664425.000 5099530.000 1.500
664450.000 5099530.000 1.500
664475.000 5099530.000 1.500
664500.000 5099530.000 1.500
663925.000 5099505.000 1.500
663950.000 5099505.000 1.500
663975.000 5099505.000 1.500
664000.000 5099505.000 1.500
664025.000 5099505.000 1.500
664050.000 5099505.000 1.500
664075.000 5099505.000 1.500
664100.000 5099505.000 1.500
664125.000 5099505.000 1.500
664150.000 5099505.000 1.500
664175.000 5099505.000 1.500
664200.000 5099505.000 1.500
664225.000 5099505.000 1.500
664250.000 5099505.000 1.500
664275.000 5099505.000 1.500
664300.000 5099505.000 1.500
664325.000 5099505.000 1.500
664350.000 5099505.000 1.500
664375.000 5099505.000 1.500
664400.000 5099505.000 1.500
664425.000 5099505.000 1.500
664450.000 5099505.000 1.500
664475.000 5099505.000 1.500
664500.000 5099505.000 1.500
663925.000 5099480.000 1.500
663950.000 5099480.000 1.500
663975.000 5099480.000 1.500
664000.000 5099480.000 1.500
664025.000 5099480.000 1.500
664050.000 5099480.000 1.500
664075.000 5099480.000 1.500
664100.000 5099480.000 1.500
664125.000 5099480.000 1.500
664150.000 5099480.000 1.500
664175.000 5099480.000 1.500
664200.000 5099480.000 1.500
664225.000 5099480.000 1.500
664250.000 5099480.000 1.500
664275.000 5099480.000 1.500
664300.000 5099480.000 1.500
664325.000 5099480.000 1.500
664350.000 5099480.000 1.500
664375.000 5099480.000 1.500
664400.000 5099480.000 1.500
664425.000 5099480.000 1.500
664450.000 5099480.000 1.500
664475.000 5099480.000 1.500
664500.000 5099480.000 1.500
663925.000 5099455.000 1.500
663950.000 5099455.000 1.500
663975.000 5099455.000 1.500
664000.000 5099455.000 1.500
664025.000 5099455.000 1.500
664050.000 5099455.000 1.500
664075.000 5099455.000 1.500
664100.000 5099455.000 1.500
664125.000 5099455.000 1.500
664150.000 5099455.000 1.500
664175.000 5099455.000 1.500
664200.000 5099455.000 1.500
664225.000 5099455.000 1.500
664250.000 5099455.000 1.500
664275.000 5099455.000 1.500
664300.000 5099455.000 1.500
664325.000 5099455.000 1.500
664350.000 5099455.000 1.500
664375.000 5099455.000 1.500
664400.000 5099455.000 1.500
664425.000 5099455.000 1.500
664450.000 5099455.000 1.500
664475.000 5099455.000 1.500
664500.000 5099455.000 1.500
663925.000 5099430.000 1.500
663950.000 5099430.000 1.500
663975.000 5099430.000 1.500
664000.000 5099430.000 1.500
664025.000 5099430.000 1.500
664050.000 5099430.000 1.500
664075.000 5099430.000 1.500
664100.000 5099430.000 1.500
664125.000 5099430.000 1.500
664150.000 5099430.000 1.500
664175.000 5099430.000 1.500
664200.000 5099430.000 1.500
664225.000 5099430.000 1.500
664250.000 5099430.000 1.500
664275.000 5099430.000 1.500
664300.000 5099430.000 1.500
664325.000 5099430.000 1.500
664350.000 5099430.000 1.500
664375.000 5099430.000 1.500
664400.000 5099430.000 1.500
664425.000 5099430.000 1.500
664450.000 5099430.000 1.500
664475.000 5099430.000 1.500
664500.000 5099430.000 1.500
663925.000 5099405.000 1.500
663950.000 5099405.000 1.500
663975.000 5099405.000 1.500
664000.000 5099405.000 1.500
664025.000 5099405.000 1.500
664050.000 5099405.000 1.500
664075.000 5099405.000 1.500
664100.000 5099405.000 1.500
664125.000 5099405.000 1.500
664150.000 5099405.000 1.500
664175.000 5099405.000 1.500
664200.000 5099405.000 1.500
664225.000 5099405.000 1.500
664250.000 5099405.000 1.500
664275.000 5099405.000 1.500
664300.000 5099405.000 1.500
664325.000 5099405.000 1.500
664350.000 5099405.000 1.500
664375.000 5099405.000 1.500
664400.000 5099405.000 1.500
664425.000 5099405.000 1.500
664450.000 5099405.000 1.500
664475.000 5099405.000 1.500
664500.000 5099405.000 1.500
663925.000 5099380.000 1.500
663950.000 5099380.000 1.500
663975.000 5099380.000 1.500
664000.000 5099380.000 1.500
664025.000 5099380.000 1.500
664050.000 5099380.000 1.500
664075.000 5099380.000 1.500
664100.000 5099380.000 1.500
664125.000 5099380.000 1.500
664150.000 5099380.000 1.500
664175.000 5099380.000 1.500
664200.000 5099380.000 1.500
664225.000 5099380.000 1.500
664250.000 5099380.000 1.500
664275.000 5099380.000 1.500
664300.000 5099380.000 1.500
664325.000 5099380.000 1.500
664350.000 5099380.000 1.500
